ཀ-ངོས	cylinder
ཚོད-ལྟ-རྗེས-ཀྱི-རེས-འཁོར	posttest loop
ཚོད-ལྟ	test; attempt
ཚོད-ལྟའི-དཔེ-རྣམ-འགོ-སློང	start testing model
ཚོད-ལྟའི-བྱེད-སྟངས	testing mode
ཚོད-ལྟའི-འཆར-གཞི	test plan
ཚོད-ལྟའི-རྣམ-པ	test status
ཚོད-ལྟའི-ལས-གཞི	pilot project
ཚོད-ལྟའི-ཤོག-ལྷེ	test page
ཚོད-ལྟའི-སྐད-བརྡ	test language
ཚོད-ལྟའི-སྔོན-གྱི-རེས-འཁོར	pretest loop
ཚོད-ལྟའི-སློབ-སྦྱོང	heuristic learning
ཚོན-གྱི-ཟབ-ཚད	color depth
ཚོན-ཐགས	inked ribbon
ཚོན-མདངས	hue
ཚོན-མདོག-གྲངས	color number
ཚོན-རིས	color pattern; color map
ཚོན-ལྡན-པར-ལ-རྒྱབ-སྐྱོར-བྱེད-པ	support color printing
ཚོན-ལྡན-མཐེབ-གཅུས	color buttons
ཚོན-ལྡན	color
ཚོར-ཆས	perceptron
ཚོར-རུང-གཞི-རྒྱུ	detectable element
ཚོར-སྐྱེན-ཆ-འཕྲིན-སྲུང-སྐྱོབ	protection of sensitive information
ཚོར-སྐྱེན-ཆ-འཕྲིན	sensitive information
ཚོར-སྐྱེན	sensitivity
ཚོས-གྲི	palette knife
ཚོས-པང	color palette
ཚོས-པང-སྒེའུ-ཁུང	color palette windows
ཚོས-པང-སྒྲིག-འགོད	palette setting
ཚོས-སྡེབ-ཇུས-གཞི	color schemes
ཛ-དྲག	urgent
ཝེ-ཆི-རི-མོ	vetch diagram
ཝེན-རིས	venn diagram
ཞན-གནས	weak bit
ཞབས-གྲངས	base
ཞབས-ནས-སྟེང	bottom-up
ཞབས-མཆན	footnote
ཞབས-ཞུ-ནུས-པ	servability
ཞབས-ཞུ-ཟློག-པ	denial of service
ཞབས-ཞུ-འཕྲུལ-ཆས	server
ཞབས-ཞུ	service
ཞབས-ཞུའི-བི-ཐེ	service bit
ཞབས-ཞུའི-བྱ-རིམ	service routine program
ཞབས-སྒྲོམ	grip
ཞབས	bottom
ཞར-བྱུང	accessories
ཞར-མཆན	note
ཞི-གློག-གསོག-ཆས	electrostatic storage
ཞི-གློག-པར-འཁོར	electrostatic printer
ཞི-གློག-རི-མོ-འབྲི-ཆས	electrostic plotter
ཞིང-ཆེན	province
ཞིབ-གཟུགས	serif
ཞིབ-ཆ	details
ཞིབ-ཐོ	inventory
ཞིབ-དག-གནས-ངེས	precision select
ཞིབ-དག-འཚོལ-བཤེར	precision searching
ཞིབ-ཕྲ	verbose
ཞིབ-ཕྲའི-ཆ-འཕྲིན	detail info
ཞིབ-ཕྲའི-བཀོལ-སྤྱོད	verbose operation
ཞིབ-བརྗོད-བར-སྟོང	description space
ཞིབ-བརྗོད	description
ཞིབ-བཤེར-གནས	checkpoint
ཞིབ-བཤེར-མ-ཐུབ	failure audit
ཞིབ-བཤེར	checking; audit
ཞིབ-ཚད	precision
ཞིབ-འཇུག-དང-དབྱེ-ཞིབ	study and analysis
ཞིབ-འབྱེད-དྲ-རྒྱ	discrimination network
ཞིབ-འབྱེད-ཞིབ-བརྗོད	discriminant description
ཞིབ-ལས	elaboration
ཞིབ-སྡུར	checking
ཞུ-ཐོ	report
ཞུགས-གྲངས-ཁ-སྐོང	filling arguments
ཞུགས-གྲངས-ངོ-མ	formal parameter
ཞུགས-གྲངས-འབྲེལ-བ	parameter association
ཞུགས-གྲངས-ཡི-གེ	parameter word
ཞུགས-གྲངས-ལྟར	by parametric representation
ཞུགས-གྲངས	parameter
ཞུགས-པ	attended
ཞེང-ཆེ-ཤོས	largest width
ཞེང-ཆེན-སྡུད-ལམ	wide track
ཞེང-ཚད-ཆུང-ཤོས	smallest width
ཞེང-ཚད-དང-ཐོག-བཤེར-འཚོལ	breadth-first search
ཞེང-ཚད	width
ཞོར-གཏོགས-མཉེན-ཆས	included software
ཞོར-ཚིགས	tributary station
ཞོར-སྐྱོན	side effect
ཟགས-པ	leak
ཟམ-ཚུལ-ནང-འཇུག-གློག-ལམ	bridge input circuit
ཟམ-ཚུལ-ལམ-སྟོན-ཆས	bridge-router
ཟིན-ཐོ-གསར-པ	new record
ཟིན-ཐོ-གསར-སྣོན	add record
ཟིན-ཐོ-ཆེ-ཆུང	record size
ཟིན-ཐོ-ནོར-བ	logging error
ཟིན-ཐོ-ཡོད-ཚད	all records
ཟིན-ཐོ-རིང-ཚད	record length
ཟིན-ཐོ-སུབས	delete record
ཟིན-ཐོ	record
ཟིན-ཐོའི-བར-གསེང	interrecord gap
ཟིན-དེབ	notepad
ཟིན-པ	capture
ཟིན-བྲིས-ཡིག-ཁུག	draft folder
ཟིན-བྲིས	scratch
ཟིན-འགོད-གཙོ-བོ	owner record
ཟིན-འགོད-རིགས-གྲས	record type
ཟུང-ཐག-ཐགས-ཡངས-ཁྱབ-ཆུང-དྲ-རྒྱ	dual-cable broadband lan
ཟུང-ཕྱེད-བརྒྱུད-གཏོང	half-duplex transmission
ཟུང-ལྡན-ཐུག-ཐོན-གློག-ལམ	bistable trigger circuit
ཟུང-སྦྱོར	coupling
ཟུམ-པའི-བུ-རྒྱུན-ལྡན-བྱ-རིམ	closed subroutine
ཟུར-མཆན	sidenote
ཟུར-སྟོན-ཆ-འཕྲིན	exclamation
ཟུར-སྣོན-གཞི-གྲངས	append data
ཟུར-སྣོན-ཆ-འཕྲིན	attach info
ཟུར-སྣོན-རེའུ-མིག	attach table
ཟུར-སྣོན	append
ཟུར-ཧྲིལ-ཟུར-ཕྱེད-མཚུངས-དགོས	match sbc case
ཟོར-ཡང-རྒྱ-ཡིག	simplified chinese
ཟོར-ལྕི-རྒྱ-ཡིག	traditional chinese
ཟོལ-འབོད-ཀྱི-དགོས-ཆས	virtual call facility
ཟླ-མི-འགྲིག	incompatible
ཟླ-ཚེས-ཆ-ཚང-ཞིབ-བརྗོད	describe detail date
ཟླ-སྒྲིག	match
ཟླ-སྒྲིལ	to merge
ཟློག-པ	deny
ཟློས-དབྱེ-གནས-མང-ལྟ-སྤྱོད	frequency division multiple access
ཟློས-དབྱེ-བསྐྱར-སྤྱོད	frequency division multiplexing
ཟློས-ཕྱོད-ཁྱབ-ཁོངས	frequency range
ཟློས-ཕྱོད-ཡ-ལན	frequency response
ཟློས-ཕྱོད	frequency
ཟློས-ལམ	channel
ཟློས-སྒྲིག-ཟིན-ཐོ-འགོད-ཐབས	frequency modulation recording
ཟློས-སྤོ-མཐེབ-འཛིན	frequency shift keying
འཁོར-ཁ-རང-ཕྱེ-རང-རྒྱག	automatic turn on/off
འཁོར-གནས-ཚོར-འཇལ	rotational position sensing
འཁོར-དུས	rotational time
འཁོར-བའི-མགྱོགས-ཚད	spinning speed
འཁོར-བྲལ-པར-འཁོར-བེད-སྤྱོད	use printer offline
འཁོར-བྲལ-རྫུན-མ	spooling
འཁོར-བྲལ	offline
འཁོར-ཡུན	period; cycle time
འཁོར-རབས	computer generation
འཁོར-རྒྱུག-དུས-ཚོད	turnaround time
འཁོར-སྐྱོད-ཁུལ-ཁོངས	working area
འཁོར-སྐྱོད-དུས-ཚོད	run time; execution time
འཁོར-སྐྱོད-བྱེད-བཞིན-པ	running
འཁོར-སྐྱོད-རྒྱུན	run stream
འཁོར-སྐྱོད	run
འཁོར-སྦྲེལ-ཐོ-འགོད	online registration
འཁོར-སྦྲེལ-ཞབས-ཞུ	online service
འཁོར-སྦྲེལ-ཡིག-ཆ	online documentation
འཁོར-སྦྲེལ-རྒྱབ-སྐྱོར	online support
འཁོར-སྦྲེལ-སྲུང-སྐྱོང	online maintenance
འཁོར-སྦྲེལ	online
འཁྱམས-གནོད	crosstalk
འཁྱིལ-འཁོར	rotation
འཁྱོག-ངོས-དཔེ-བཟོ	surfacing; surface modeling
འཁྱོག-ངོས	surface
འཁྱོག-ཐིག	curve
འཁྱོག-ཐིག-འབྲང-ཆས	curve follower
འཁྱོག-ཐིག-སྐྱེད-ཆས	curve generator
འཁྱོག-ཚད	irrelevance
འཁྱོག-སྒྲིག-སྡུད-ལམ	offset track
འཁྲབ-གཞུང	script; scenario
འཁྲབ-གཞུང-སྐད-རིགས	script language
འཁྲབ-ཆས	prop
འཁྲབ-ཚན	program
འཁྲིད-སྟོན-སློབ-སྦྱོང	learning from instruction
འཁྲོལ-འཛིན	license
འགག-པ	blocked
འགད-འགོག	explosion proof
འགན-མང-སྒྲིག-གཅོད	multitasking
འགན-འཁྲི-ངོས-འཛིན	credit/blame assignment
འགན-འཁྲི-དབྱེ-འབྱེད	separation of duties
འགུལ-བ	activity
འགུལ-བའི-ཅོག-ངོས	active desktop
འགུལ-མེད-འདྲ-རིས	static image
འགུལ-མེད-སྒེའུ-ཁུང	inactive window
འགུལ-རིས-དཔེ-རྣམ	animated mode
འགུལ-རིས	animated
འགུལ-རྒྱུག	action bar
འགུལ-རྣམ-ཁྱབ-ཁོངས	dynamic scope
འགུལ-རྣམ-གསོག-ཆས	dynamic storage
འགུལ-རྣམ-གྱིས-གནས-ས-བསྐྱར-ངེས	dynamic relocation
འགུལ-རྣམ-ཆད-ས	dynamic breakpoint
འགུལ-རྣམ-ཉར-གསོག-བགོ-བཤའ	dynamic storage allocation
འགུལ-རྣམ-ཐོན-ཁུངས-བགོ-བཤའ	dynamic resource allocation
འགུལ-རྣམ-དུས-མཚོན-འགྱོག-འཁྱོག	dynamic time warping
འགུལ-རྣམ-བྱ-རིམ-སྒྲིག-རུང-འབྲེལ-མཐུད	dynamically programmable connection
འགུལ-རྣམ-ཞུགས-གྲངས	dynamic parameter
འགུལ-རྣམ-འདྲ-རིས	dynamic image
འགུལ-རྣམ-འོད-རྟགས	animated cursor
འགུལ-རྣམ-ཡོ-བྱད-མངོན-སྟོན	dynamic tool display
འགུལ-རྣམ-རྟེན-འཕྲོ	dynamic mapping
འགུལ-རྣམ-ལྷོད-གཏོང	dynamic buffering
འགུལ-རྣམ-སྡོམ-པ	dynamic binding
འགུལ-རྣམ-སྤོ-གསོག	dynamic dump
འགུལ-རྣམ	 dynamic|dynamic 
འགུལ-ལྡན-ཁ-བྱང	active caption
འགུལ-ལྡན-སྒེའུ-ཁུང	active window
འགུལ-ལྡན-སྤྱོད-མཁན	active user
འགུལ-ལྡན	active
འགུལ-སྤྱོད-དབྱིབས-བཟོ	motion dynamics
འགེབས-དུམ	overlay segment
འགེབས-པའི-དོ-དམ-ཆས	overlay supervisor
འགེབས-རྒྱ	overwrite range
འགེབས	to overlay
འགོ-བསླངས-པ	started
འགོ-བྱང	header
འགོ-མཇུག-བརྒྱུད-གཏོང	start-stop transmission
འགོ-འཛུགས-དུས-ཚོད	start at
འགོ-འཛུགས-ནོར-སྐྱོན	initialization error
འགོ-འཛུགས-པ	initialize
འགོ-འཛུགས-མཐེབ-གཅུས	start button
འགོ-འཛུགས-ཚེས-གྲངས	start date
འགོ-འཛུགས-འདེམས-བྱང	start menus
འགོ-འཛུགས-ས	start in
འགོ-འཛུགས	start
འགོ-རྩོམ-བཞིན-པ	starting
འགོ-སྒྲིག-མེད	uninitialized
འགོ-སློང	startup
འགོ-སློང-བྱ-རིམ	startup programs; engine program
འགོ-སློང-མཐུད-ངོས	start interface
འགོ-སློང-ཞུགས-གྲངས	startup parameters
འགོ-སློང-ཡིག-ཆའི-མིང	bootfile name
འགོ-སློང-སྒྲིག-ཆས	boot device
འགོག-པ	block
འགོར-འགྱངས-བརྗོད-ཚིག	delay statement
འགྱིག-ཐག-ཅན-གྱི-གྲུབ-སྐུད	rubberbanding
འགྱིག-སྐུད-འཐེན-ཐབས	rubber-banding
འགྱུར-ཁོངས	span
འགྱུར-མེད-སློབ-སྦྱོང	rote learning
འགྱུར-ཚད-ཁག	variant part
འགྱུར-ཚད-གྱི-གྲངས-ཐང	argument value
འགྱུར-ཚད-མཚོན-ཐབས	variable representation
འགྱུར-ཚད-ཟིན-འགོད-རིགས-གྲས	variant record type
འགྱུར-ཚད-ཟིན-འགོད	variant record
འགྱུར-ཚད-རྗེས-འདེད	variable trace
འགྱུར-ཚད	variable; argument
འགྱུར-ཚེག-མཚོན-ལུགས	variable-point representation system
འགྱུར-རུང-ཁག	variant part
འགྱུར-རུང-བ	alterable
འགྱུར-ལྡན-རྟེན-འབྱུང-གྲངས-འབྱུང-ཆས	variable function generator
འགྱུར-ལྡོག	variation
འགྲན-རྩོད-སློབ-སྦྱོང	competitive learning
འགྲན-སྤྱོད	contention
འགྲིམ-ཐག-རིང-ཐུང-ཨང-སྒྲིག	run-length encoding
འགྲིལ-བ	scrolling
འགྲིལ-མདའ-མངོན-སྟོན-བྱེད	show scroll bars
འགྲིལ-མདའ	scrollbars
འགྲིལ-འཁོར-སྒེའུ-ཁུང	rollovering window
འགྲིལ-རྡོག	scroll block
འགྲིལ-སྒམ	scroll box
འགྲུབ-མི-ཐུབ-པ	cannot complete
འགྲེམ-པ	publish
འགྲེམས-པ	to expand
འགྲེམས-སྐྱེད	to unwind
འགྲེལ-ཆས	interpreter
འགྲེལ-བ	to interpret
འགྲེལ-བཤད-དགོས-ཆས	explanation facility
འགྲེལ-བཤད-བྱ-རིམ	interpreter
འགྲེལ-བཤད-ཚབ-ཨང	interpretive code
འགྲེལ-བཤད-ལ-བརྟེན-པའི-སློབ-སྦྱོང	explanation-based learning
འགྲོ-ལམ-ཆ-ཚང	full path
འགྲོ-ལམ-ཆ-འཕྲིན	path info
འགྲོ-ལམ-ཕན-མེད	the path is invalid
འགྲོ-ལམ	path
འགྲོ-སོང	cost
འགྲོ-སོང-པི-ཐེ	overhead bit
འགྲོ-སོང-བཀོལ-སྤྱོད	overhead operation
འགྲོལ-བ	dismiss
འཆད-ཁྲིད-སློབ-སྦྱོང	learning by being told
འཆད-མཁན-གྱི-འབྲེལ-ཡོད-ཚད	speaker dependence
འཆད-མཁན-གྱི-འབྲེལ-ཡོད-རྒྱུད-ཁོངས	speaker-dependent system
འཆད-མཁན-ངོས-འཛིན	speaker identification
འཆད-མཁན-དང-འབྲེལ-མེད-རྒྱུད-ཁོངས	speaker-independent system
འཆད-མཁན-དབྱེ-འབྱེད	speaker authentication
འཆད-མཁན-ར-སྤྲོད	speaker verification
འཆད-མཁན-ལ-བརྟེན-པའི-ཤན-འབྱེད	speaker-dependent recognition
འཆད-མཁན-ལ-འབྲེལ-མེད-པའི-ཤན-འབྱེད	speaker-independent recognition
འཆད-མཁན-ལ-འཚམ-པ	speaker adaptation
འཆད-མཁན-ཤན-འབྱེད	speaker recognition
འཆད-རྟགས-རྒྱག-པ	add colon
འཆམ-མཐུན-བཀོལ-སྤྱོད-རྒྱུད-ཁོངས	compatible operating system
