འབའ-ཞིག	kevala. n^anyatra
མི-ལྷོད-པ	a-zithila
མི-ལྷོད-པའི-སྦྱོར-བ	a-zithila-prayogatA
མི-འཛིན-པ	a-grahaNa. a-dhAraNatA
མི-འབྲལ-བ	a-virahita
མི-འབྲལ-བར-གྱུར-པ	a-visaMyoga
མི-ཟད-པ	a-kSaya. a-paryanta
མི-སྐྱོ-བ	a-vilambita. a-khinna. a-kheda. a-kheditA. anudvigna
མི-སྐྱོ-བའི-མི-མཐུན-པའི-ཕྱོགས	a-kheda-vipakSa
མི-སྐྱོ-བའི-མཉེས-གཤིན-པ	a-khedaM vAtsalyam
མི-སྐྱོ-བར-འགྱུར-བ	a-khinnaH--bhavati. a-khinna
མི-ཉམས-པ	na hIyate. a-vihAni. a-cyuti
མི-ཉམས-པར-བྱེད-པ	a-saMmoSA
མི-ཉམས-པར-བྱ-བ	a-vyatikrama
མི-སྐྱེ-བ	anutpattika. anutpAda; an-utpatti
མི-སྐྱེ-བ-ཤེས-པ	anutpAda-jJAna
མི-སྐྱེ-བའི-ཆོས	anutpattikeSu dharmeSu
མི-སྐྱེ-བའི-ཆོས-ཅན	an-utpatti-dharmaka
མི-སྐྱེ-བའི-ཆོས-ལ-བཟོད-པ	anutpattika-dharma-kSAnti
མི-སྐྱེ-བར-ཤེས-པ	anutpAda-jJAna
མི-འདྲེ-བ	a-vyavakIrNa
མི-ཐོབ-པ	a-prApti
མི-འདྲ-བ	a-sAdRzya. visadRza. visabhAga. vaisAdRzya
མི-འདྲ-བར-འབྱུང-བ	visadRzI pravRttiH. visadRz^otpatti
མི-གཙང-བ	gUtha. a-medhya. a-zuci
མི-གཙང-བའི-རྫས	a-zuci-dravya
མི-གཙང-བའི-མི-སྡུག-པ-ཉིད	praty-azubhatA
མི-འཕྲོགས-པ	a-saMhAryatA. a-saMhArya. a-hAryatva
མི-འཕྲོགས-པར-འགྱུར-བ	a-saMhArya
མི-བསྡམས-པ	a-saMvRta
མི-ངོམས-པ	a-tRpti
མི-གདུང-བ	a-tapa. a-tapas
མི-འགྲོགས-པ	a-samavadhAna
མི-ཕྱོགས-པ	vimukha
མི-ཕྱོགས-པར-བྱེད-པ	vimukhI-karoti
མི-རུང-བ	na yujyate; na-yujyate. a-kalpika. a-yujyamAna
མི-མཛེས-པ	a-zubha
མི-ཆོད-པ	an-Acchedya
མི-གཟོ-བ	ghana
མི-ལྕི-བ	a-guruka
མི-འདོར-བ	a-nikSipta
མི-ངན-པ	nihIna-puruSa
མི-ཞུམ-པ	a-lIna
མི-ཁོམ-པ	a-kSaNa
མི-ཁོམ-པ-མ-ཡིན-པ	a-kSaNa-vivarjita
མི-འགུལ-བར-འགྱུར-བ	a-vikampya
མི-བསྙེངས-པ	vizArada
མི-འདོད-པ	a-kAmaka. a-kAma. an-iSTa. anIpsita
མི-འདོད-པས-བྱས-པ	a-kAma-kAra
མི-འདོད-པས-བྱས-པའི-སྡུག-བསྔལ	a-kAma-kAra-duHkha
མི-འདོད-བཞིན-དུ	a-kAmaka
མི-འདོད-བཞིན-དུ-བྱས-པ	an-icchA-kRta
མི-གཡེལ-བ	a-zlatha
མི-གཡེལ-བར-སྦྱོར-བ	a-zlatha-prayoga
མི-གཡེལ-བའི-བརྩོན-འགྲུས	a-zlathaM vIryam
མི-སྤོང-བ	na riJcati
མི-ལྡན-པ	visaMyukta. vaidhurya; na-upasaMhitam. a-saMgati. a-saMpannatA. vaikalya
མི-ལྡན-པར-བྱེད-པ	vikalI-/kR:vikalI-karoti
མི-ལྡན-པ-མེད-པ	a-vidhura
མི-ལྡན-པ-མེད-པའི-བརྩོན-འགྲུས	a-vidhuraM vIryam
མི-འཕྲོ-བ	a-visaraNa
མི-འབྱིན-པ	anizcAraNatA
མི-བཙན-པ	an-Adeya
མི-འབྱུང-བ	anutpAda; an-utpAda
མི-འགྲོ-བ	a-gamanatA
མི-ཟ-བ	a-bhakSa
མི-ཉལ-བ	jAgarikA. jAgRta. jAgrat
མི-ཉལ-བའི-རྗེས-སུ-བརྩོན-པ	jAgarik^anuyukta
མི-ཉལ-བར-རྗེས-སུ-བརྩོན-པ	jAgarik^anuyuktatA
མི-ཉལ-བར-སྦྱོར-བ	jAgarik^anuyuktatA
མི-ཉལ-བར-སྦྱོར-བ-ལ-བརྩོན-པ	jAgarik^anuyukta
མི-ཉལ-བར-སྦྱོར-བའི-རྗེས-སུ-བརྩོན-པ	jAgarikA-anuyoga
མི-ཉལ-བར-སྦྱོར-བའི-རྗེས-སུ-བརྩོན-པ-ཉིད	jAgarik^anuyogasy^anuyuktatA
མི-ཉལ-བར-སྦྱོར-བའི-རྗེས-སུ-བརྩོན-པར-གྱུར-པ	jAgarik^anuyukta
མི-འགྱུར-བ	dRDha; na vikampate. nirvikAra. a-vicala. a-cala
མི-འགྱུར-བར-བྱ-བ	mA-bhaviSyati
མི-འགྱུར-བའི-མཚན-ཉིད	nirvikAra-lakSaNa
མི-རྒོད-པ	a-capala
མི-ཚུགས-པ	na-punar-gamyA bhavanti
མི-སླུ-བ	na visaMvadati. a-visaMvAdaka. a-visaMvAdana
མི-སླུ-བའི-བསམ-པ	a-visaMvAdan^azaya
མི-བསྟེན-པ	a-sevin
མི-བདེན-པ	a-bhUta
མི-འཆི-བ	a-mara
མི-མཁས-པ	dhandha. a-dakSa
མི-ཆོམས-པ	anavamRdya
མི-འཆང-བ	na dhArayati
མི-མཛའ-བ	a-priya. a-mitra
མི-མཛའ-བའི-ཕྱོགས	a-mitra-pakSa
མི-ཕྱེད-པ	a-bhedya
མི-ཕྱེད-པའི-བསམ-པ	a-bhedy^azaya
མི-རྟེན-པ	a-nizrita. a-saMnizraya
མི-རྟེན-པའི-སྦྱིན-པ	a-nizrita-dAna
མི-འཇུག-པ	a-pravRtti
མི-འཇིགས-པ	na bibheti. a-bhaya. a-bhIrutA. vaizAradya
མི-འཇིགས-ཤིང-མི-སྐྲག-པ	na bibheti n^ottrasyati
མི-འཇིགས-པའི-གཞུང	vaizAradyAni granthataH
མི-འཇིགས-པའི-སྦྱིན-པ	a-bhaya-dAna
མི-འཇིགས-པ-བཞི	catvAri vaizAradyAni
མི-འཇིགས-པ-སྦྱིན-པར-བྱེད-པ	a-bhayam anuprayacchati
མི-འཇིགས-པ-མེད-པ	a-vizArada
མི-འཇིགས-པ-དང-ལྡན-པ	vizArada
མི-མཇེད-པ	sahiSNutA
མི-མཇེད-ཀྱི-བདག-པོ	sahAM-pati
མི-བཟོད-པ	a-kSamaNa. a-kSAnti. a-marSa. a-sahamAna. a-sahiSNu
མི-བཟོད-པའི-ཤས-ཆེ-བ	a-kSAnti-bahula
མི-བཟོད-པའི-ངང-ཚུལ-ཅན	a-kSamaNa-zIla
མི-ཚངས-པར-སྤྱད-པ	a-brahma-carya
མི-ཚངས-པར-སྤྱོད-པ	a-brahma-carya. a-brahma-cArin
མི-ཚངས-པར-སྤྱོད-པ-འཁྲུག-པའི-ཆོས	a-brahma-carya-maithuna-dharma
མི-རྣམས-ནི-འཚོ-བའི-ཡུན-ཐུང-བ	alpaM jIvitaM manuSyANAm
མི-རྣམས-དང-སྐལ-བ-མཉམ-པ	manuSyANAM sabhAgatAyAm
མི-རྣམས-ཀྱི-སྒྲ	mAnuSyakAH zabdAH
མི-རྣམས-ཀྱི-དབེན-པར-གྱུར-པ	manuSya-rahaH-sevita
མི-སྐྲག-པ	an-uttrasta
མི-སྨྲ-བ	tUSNIM-bhAva. an-Alapanta
མི-བརྟེན-པ	a-nizrita
མི-བརྟེན-པར-སྦྱིན-པ	a-nizrita-dAnatA
མི-ཆེས-སྟོབས-དང-ལྡན-པ	balavat-tara-puruSa
མི-གནས-པ	anavasthAna; a-nizrita. a-samavadhAna. a-sthita
མི-གནས-པར-སྦྱིན-པ	a-nizritya-dAnatA
མི-སྤྱོམས-པ	praticchanna
མི-དགའ-བ	khedita. a-pratIta. a-rati. a-rucitA. vidveSa. viprIti. vimanaska. utkaNTha
མི-དགའ-བཞིན-དུ-གནས-པ	a-rocakaH saMtiSThate
མི-དགའ-བ-མེད-པ	dhRtimat
མི-དགའ-བར-འགྱུར-བ	a-pratIta. ut-/kaNTh:utkaNThyate. utkaNTh^otpadyate. /bAdh:bAdhyate
མི-དགའ-བར-བྱས-ན	khedayitvA
མི-དགའ-བར-གྱུར-པ	an-abhirAddhya
མི-དགའ-བའི-ཚིག	a-pratIta-vacana
མི-སློབ-པ	a-zaikSa
མི-སློབ-པའི-ལས	a-zaikSaM karma
མི-སྙན-པ	avarNa. anAdeya. apazabda. a-zloka. a-yazaH. a-yazas. ayazas. vivarNita
མི-སྙན-པ-བརྗོད-པར-མི-བྱེད-པ	n^avarNaM nizcArayanti
མི-སྙན-པར-གྲགས-པ	a-yazas
མི-སྙན-པར-རྗོད-པར-བྱེད-པ	a-varNaM bhASate
མི-ཆེ-བ	a-bRha
མི-རྟག-པ	a-nitya
མི-རྟག-པར-རྗེས-སུ-ལྟ-བ	a-nity^anudarzin
མི-རྟག-པའི-དོན	a-nity^artha
མི-རྟག-པའི-མཚན-ཉིད	a-nitya-lakSaNa
མི-རྟག-པའི-འདུ-ཤེས	a-nitya-saMjJA
མི-རྟག-པ-ཉིད	a-nityatA
མི-རྟག-པ-མཐའ-ཡས-པ-ཉིད	a-nity^aparyanta
མི-རྟག-པ-དང-སྙིང-པོ-མེད-པའི-འདུ-ཤེས	a-nity^asAra-saMjJA
མི-རྟག-པ-དང-སྡུག-བསྔལ-བ-དང-སྟོང-པ-དང-བདག-མེད-པའི-རྣམ-པ	a-nitya-duHkha-zUny^anAtm^akAra
མི-འབད-པ	a-vyAyacchamAna
མི-འབབ-པ	na syandanti
མི-འཕྲོག-པར-བྱ-བ	a-saMhAryatA
མི-འཕྲོད-པ	a-pathya. vipratyanIka
མི-འཕྲོད-པར-འགྱུར-བ	a-pathya
མི-འཕྲོད-པ-ཟ-བ	a-pathya-bhojin
མི-འཕྲོད-པའི-མི-མཐུན-པ	vipratyanIka-virodha
མི-ཤེས-པ	a-jJa. a-jJAna. an-AjJAta
མི-ཤེས-པ-ཀུན-ཤེས-པར-བྱེད-པའི-དབང-པོ	an-AjJAtam AjJAsyAm^indriyam
མི-ཤེས-པའི-སྒྲིབ-པ	a-jJAn^avaraNa
མི-རེ-བ	a-pratikAGkSamANa
མི-སྨོན-པ	a-praNidhAna
མི-སྨོད-པ	na-paMsayati. a-paMsayatA. a-paMsin
མི-བདེ-བ	a-sparza
མི-བདེ-བར-གནས-པ	a-sparza-vihAra
མི-རྩུབ-པ	a-khara
མི-ཞིམ-པ	a-svAdu
མི-བརྟན-པ	capala. na dRDham. a-sthiratA. a-sthira. vyagra
མི-བརྟན-པར-སྤྱོད-པ	vyagra-cArin
མི-བརྟན-པ-ཉིད	a-dhruvatA. a-dhruva
མི-བརྟན-པ-སྤྱོད-པ	vyagra-cArya
མི-དགེ-བ	a-kuzala. a-zubha
མི-དགེ-བ-སྤང-བ	a-kuzala-tyAga
མི-དགེ-བ-བཅུའི-ལས-ཀྱི-ལམ	a-kuzalAH-daza karma-pathAH
མི-དགེ-བ-ལ-གོམས-པ	a-kuzal^abhyAsa
མི-དགེ-བ-མང-བ	a-kuzala-bahulatA
མི-དགེ-བའི-ཆོས	a-kuzala-dharma
མི-དགེ-བའི-གནས	a-kuzalAt sthAnAt
མི-དགེ-བའི-ལས	a-kuzalaM karma. a-kuzala-karma
མི-དགེ-བའི-སེམས	a-kuzala-citta
མི-དགེ-བའི-རྩ-བ	a-kuzala-mUla
མི-དགེ-བའི-ལས-ཀྱི-ལམ	a-kuzalAnAM karma-pathAnAm. a-kuzalebhyaH karma-pathebhyaH
མི-དགེ-བའི-ལས-ཀྱི-རྣམ-པར-སྨིན-པ-ལས-བྱུང-བ	a-kuzala-karma-vipAka-ja
མི-དགེ-བའི-ལས-བྱེད-པ	a-kuzala-karma-kArin
མི-དགེ-བའི-སེམས-དང-ལྡན-པར-འཆི-འཕོ-བ	a-kuzala-cittaz cyavate
མི-དགེ-བའི-རྣམ-པར-ཤེས-པའི-རྟེན	a-kuzala-vijJAna-saMnizraya
མི-དགེ-བའི-བཤེས-གཉེན	a-kalyANa-mitra
མི-ཡོལ-བ	na-ativartate. a-vijahanatA
མི-འདྲིད-པ	na parivaJcayitA bhavati
མི-ཟློགས-པ	a-vivartya
མི-བྱེད-པ	na prayujyate. a-karaNatA. a-kurvat
མི-དེས-པ	a-sauratya
མི-སྣང-བ	a-saMprakhyAna. vizIrNa
མི-སྣང-བར-བྱེད-པ	tiro-bhAva. antar-/dhA:antar-dhIyate. antar-dhApanIya
མི-སྣང-བར-མི-བྱེད-པ	Avir-bhAva
མི-སྣང-བར-གྱུར-པ	antarhita
མི-སྣང-བར-གྱུར-པ-ལ	antarhitam
མི-རིགས-པ	na yujyate. an-yAya. a-yukti. a-yoga
མི-རིགས-པ-རྣམས-བྱེད-པ	anyAya-cArin
མི-རིགས-པས-བསྐྱེད-པ	a-yoga-vihita
མི-རིགས-པར-འགྱུར-བ	a-yukti-patita
མི-རིགས-པར-ཕྲོགས-པ	AhRta
མི-སྲུན-པ	nikRti
མི-ན-བ	a-glAna
མི-དང-མི-མ-ཡིན-པ	manuSy^amanuSya
མི-མཐུན-པ	viruddha; prativirodha. prativilomatA. pratikUlatA. prAtikUlya. a-pratirUpa. viguNa. vipratyanIka. virodha. vilomana. viloma. viSama. viSama-hetu. visabhAga. vaiguNya. vairodhika
མི-མཐུན-པ-རྒྱུར-སྨྲ-བ	viSama-hetu-vAdin
མི-མཐུན-པ-མེད-པ	a-vidhura. a-virodha. a-vilomA. a-viSama. a-pratikUla
མི-མཐུན-པ-མེད-པའི-འཁོར	a-vilomAM-pariSadam
མི-མཐུན-པ-མེད-པའི-རྒྱུ	a-virodha-hetu
མི-མཐུན-པ-མེད-པའི-རྐྱེན	pratyayo 'vidhuraH
མི-མཐུན-པའི-ཕྱོགས	vipakSa; prativirodha-vipakSa
མི-མཐུན-པའི-རྒྱུ	viSama-hetu; virodha-hetu. vairodhikena kAraNena
མི-མཐུན-པའི-རང-བཞིན-ཅན	vilomana-jAtIya
མི-མཐུན-པའི-སྦྱིན-པ	a-pratirUpa-dAna
མི-མཐུན-པའི-ཕྱོགས-དང-གཉེན-པོར-བཅས-པ	sa-vipakSa-pratipakSa
མི-མཐུན-པའི-ཕྱོགས-དང-གཉེན-པོའི-ཕྱོགས	vipakSa-prAtipakSika
མི-མཐུན-པའི-ཕྱོགས-དང-གཉེན-པོའི-ཕྱོགས-ཀྱུའི-མི-མཐུན-པ	vipakSa-prAtipakSikaz ca virodhaH
མི-མཐུན-པའི-ཕྱོགས-སྤོང-བ	vipakSa-prahANa
མི-མཐུན-པའི-ཕྱོགས-སེལ-བ	vipakS^opaghAta
མི-མཐུན-པའི-ཕྱོགས-ཀྱི-གཉེན-པོ	vipakSa-pratipakSa
མི-མཐུན-པའི-རྣམ-པ	prAtikUly^akAra
མི-མཐུན-པའི-བསམ-པ	visabhAg^azaya
མི-མཐུན-པས-ཆགས-པ	viSama-lobha
མི-མཐུན-པར-སྤྱད-པ	viSama-cArin
མི-མཐུན-པར-བྱེད-པ	viguNI karoti
མི-མཐུན-པར-གནས-པ	viloma
མི-མཐུན-པར-སྨྲ-བ	pratyanIka-vAda. vipratyanIka-vAdin
མི-གཞོལ-བ	anavanata
མི-ལྟ-བ	nirapekSa; nirapekSatA. nirapekSA. an-apekSa
མི-ལྟ-བའི-བསམ-པ	nirapekS^azaya
མི-མ-ཡིན-པ	a-manuSya
མི-མ-ཡིན-པས-བྱས-པ	a-manuSya-kRta
མི-མ-ཡིན-པས-བཏང-བ	a-manuSy^abhisRSTa
མི-ཆགས-པ	n^avatiSThate
མི-སྦྱིན-པ	na dadAti. a-dAna
མི-བཟློག-པ	na-saMhAryaH
མི-བསྐྱོད-པ	na-apakarSati
མི-བསྐྱོད-པར-འགྱུར-བ	a-vikampya
མི-སྨིན-པ	a-saMpanna
མི-སྐྱེས-པར-བྱེད-པ	an-utpAda
མི-རྩོལ-བའི-བདག-ཉིད-ཅན	a-vyavasAy^atmaka
མི-སྐྱེད-པ	an-utpAda
མི-ནུས-པ	na zaknuyAt. na zakyate. a-pratibalana. a-pratibala. a-zakta. a-samarthatA. a-samartha
མི-ནུས-མི-ལྕོགས	a-zakthiH-a-pratibalaH
མི-འཚོ-བ	a-jIvikA
མི-འཚོ-བས-འཇིགས-ཤིང-སྐྲག-པ	a-jIvikA-bhaya-bhIta
མི-དམ-པ	na sthiram
མི-འཚེ-བ	a-hiMsA
མི-འཚེ-བའི-བསམ-པ	a-hiMs^azaya
མི-བཞེད-པ	n^opaiti
མི-ནུབ-པ	n^antardhIyate
མི-ནུབ-པར-རྒྱུན-ཕྱོགས-སུ-འགྲོ-བ	bhidyamAnena srotasAgacchati
མི-གསན-པ	a-pratisaMvedanA
མི-གསལ-བ	a-vyakta
མི-གསལ-པ	a-vyakta
མི-གསལ-བར-གྱུར-པ	dhanutva
མི-གསལ-བའི-སྒྲ	a-vyakta-zabda
མི-འགལ-བ	a-vidhura. anutkrAnta
མི-འགལ-བའི-སྦྱོར-བ	a-vidhura-prayogatA
མི-སྤོངས-པ	a-pratikSipat
མི-སྡུག-པ	duH. an-iSTa. aniSTa. a-priya. a-zuci. a-zubha. a-zubhA. virUpa. vaikRtya
མི-སྡུག-པའི-རྫས	a-zuci-dravya
མི-སྡུག-པའི-རྒྱུ	aniSTo hetuH
མི-སྡུག-པའི-ཡུལ	an-iSTa-viSaya
མི-སྡུག-པའི-འབྲས-བུ	an-iSTa-phala. aniSTa-phala
མི-སྡུག-པའི-ཆོས-ཉིད	a-zubha-dharmatA
མི-སྡུག-པའི-རྣམ-པ	aniST^akAra
མི-སྡུག-པའི-རྣམ-པར-སྨིན-པར-འགྱུར-བ	an-iSTa-vipAka
མི-སྡུག-པའི-སྤྱིའི-མཚན-ཉིད-ཡོངས-སུ-ཚོལ-བར-བྱེད-པ	a-zubhatAyAH sAmAnya-lakSaNaM paryeSate
མི-སྡུག-པའི-ཡུལ-གྱི-འདུས-ཏེ-རེག-པ	aniSTa-viSaya-saMsparza
མི-སྡུག-པར-རྣམ-པར-རྟོག-པ	a-priya-vikalpa
མི-སྡུག-པར-བྱེད-པའི-རྒ-བ	virUpa-karaNI jarA
མི-སྡུག-པར-འགྱུར-བ	vaikRtyaM jAyate
མི-སྡུག-པ-ཉིད	pratyazubhatA
མི-སྡུག-པ-བསྒོམ-པ	a-zubha-bhAvanA
མི-སྡུག-པ-ལ-རབ-ཏུ-བརྩོན-པ	a-zubhA-prayukta
མི-སྡུག-པ-ལ-བརྩོན-པའི-རྣལ-འབྱོར-པ	a-zubhe prayukto yogI
མི-སྡུག-པ-དང-ཕྲད-པ	a-priya-saMyoga
མི-སྡུག-པ-དང-ཕྲད-པའི-སྡུག-བསྔལ	a-priya-saMyogaH duHkham
མི-སྡུག-པ-དང-བྲལ-བ	a-priya-vinA-bhAva. a-priya-vinAbhAva. a-priya-viyoga
མི-དམིགས-པ-རྣམས-སུ-གྱུར-པ	an-upalabhamAna
མི-བཟད-པ	tIvra. raudra. udrikta
མི-སྤྱོད-པ	anadhyAcAra
མི-འཁུ-བ	anabhidrohaNa. an-abhidroha. an-abhidrohin
མི-སཚོགས-པའི-གཏམ	apacaya-kathA
མི-ལྡོག-པ	a-saMkoca
མི-བརྫི-བ	a-bAdhyatA
མི-གཏོང-བ	na sraMsayati. a-vinyasta. a-nikSipta. a-nirAkaraNatA. a-nirAkRta
མི-གཏོང-བར-བྱེད-པ	a-vinirmukta
མི-བརྗེད-པ	a-vismaraNa. a-saMpramoSa
མི-བརྗེད-པར-བྱེད-པ	na vismArayati
མི-བརྗེད-པར-ནུས-པ	a-vismaraNa-samartha
མི-གཡོ-བ	AniJjya; na vicalati. nizcala. nelA. a-vikampya. a-vicala. a-kopya. a-calatA. a-calanatA. a-calana. a-cala
མི-གཡོ-བའི-ལས	AniJjyaM karma
མི-གཡོ-བའི-ངག	vAG nelA
མི-གཡོ-བའི-ཆོས-ཅན	a-kopya-dharman
མི-གཡོ-བར-འཇུག-པའི-ལམ	nizcala-vAhi-mArga
མི-གཡོ-བར-ཉེ-བར-འགྲོ-བ	AniJjy^opaga
མི-གཡོ-བར-གྱུར-པ	AniJjya
མི-བསྲི-བ	a-prati-gupta
མི-བསྲི-བར-སྦྱིན-པ	vizada-dAnatA
མི-འཐོབ-པ	a-saMprApti
མི-མཉེས-པ	virAgaya
མི-གཡོས-པ	a-vicAlyatva
མི-བརླང-བ	a-karkaza
མི-འགོང-བ	a-saMkucita
མི-བྱ-བ	a-karaNa. a-kRtya
མི-བྱ-བའི-སེམས	a-karaNa-citta
མི-འཁྲུགས-པ	a-vikopita. a-vikopyatA. a-kopyatA
མི-འཁྲུགས-པའི-བརྩོན-འགྲུས	a-kopya-vIrya
མིའི-ལུས	puruSa-deha
མིའི-འཇིག-རྟེན	manuSya-loka
མིའི-འདོད-པ	mAnuSyakAH kAmAH
མིའི-ནང-དུ	manuSyeSu
མིད-པ	kaNTha
མིད-པར-བྱེད-པ	abhy-ava-/hR:abhyavahriyate
མིད-པར-བྱ-བ	abhyavahartavya
མིད-པའི-སྦུབས	kaNTha-nAlI
མིད-པའི-སྦུབས-སུ-ཞུགས-པར-གྱུར-པ	kaNTha-nAlI-praluThita
མིག	cakSus; nayana. akSa
མིག-ཡོར	pratibhAsa
མིག-མེད-པ	a-cakSuS-mata
མིག-གི-འདུས-ཏེ-རེག-པ	cakSuH-saMsparza
མིག-གི-འདུས-ཏེ-རེག-པ-ལས-བྱུང-བ	cakSuH-saMsparza-ja
མིག-གི-སྐྱེ-མཆེད	cakSur-Ayatana
མིག-གི-འབྲས-བུ	akSa-tAraka
མིག-གི-འདུ-ཤེས	cakSuH-saMjJA
མིག-གི-དབང-པོ	cakSur-indriya
མིག-གི-སྤྱོད-ཡུལ-གྱི-དོན	cakSur-gocar^artha
མིག-གི-རྣམ-པར-ཤེས-པ	cakSur-vijJAna
མིག-སླུ-བར-བྱེད-པ	saMmohanIya
མིག-ཚུགས-སུ-རྟོག-པར-བྱེད-པ	cakSuSA cakSur upanidhyAya prekSante
མིག-ཤིན-ཏུ-རྣམ-པར-དག-པ	su-vizuddha-cakSus
མིག-ལྟར-གྱུར-པ	cakSur-bhUtatva
མིག-ལྡོག-པ	akSi-parivartana
མིག-དང-ལྡན-པ	cakSuSmat
མིག-མི-བཟང-བ	virUp^akSa
མིང	nAman. nAma. saMjJA
མིང-པོ	bhrAtR
མིང-ཙམ	nAma-mAtratA. nAma-mAtra
མིང-ལ-དམིགས-པའི-བསམ-གཏམ	nAm^alambanaM dhyAnam
མིང-ཡོངས-སུ-ཚོལ-བ	nAma-paryeSaNA
མིང-སྣ-ཚོགས-པ	nAnA-nAman
མིང-རྣམ-པར-གཞག-པ	nAma-vyavasthAna
མིང-དང-བརྡ	nAma-saMketa
མིང-དང-དོན	saMjJ^artha
མིང-དང-གཟུགས	nAma-rUpa
མིང-དང-བརྡ-སྣ-ཚོགས-རྣམ-པར-གཞག-པ-ཐ-དད-པ	nAnA-nAma-saMketa-vyavasthAna-bhinna
མིང-དང-བརྡ-དང-ཐ-སྙད-དུ-རྗོད-པར-བྱེད-པ	saMjJA prajJaptir vyavahAraH
མིང-དང-བརྡ-དང-གདགས-པ-དང-ཐ-སྙད-དུ-བརྗོད-པ	saMjJA samAjJA prajJaptir vyavahAraH
