འམ	[C]vA; [C]athavA-api
ནེམ-ནུར-མི-མངའ-བ	[C]niHkAGkSa
ནེམ-ནུར-བྱེད-ཅིང	[C]kAGkSAyitva
ང	aham; Atman
ང-རྒྱལ	mAna; ahaMkAra; [LCh,L,MSA,MV]mAna; [C]manyanA; [L]adhimAna; [MSA,MV]abhimAna (e.g.: [MSA]zama-mAtra-abhimAna); [MV]unnati
ང-རོ	nAda
ང-ཡི-བ	mama; AtmIya
ང-དང-ངའི-ཞེས-བྱ-བ	[MSA]ahaM mameti
ང-ཡིར-འཛིན-པ	[C,MSA]mama-kAra (e.g.: [C,MSA]ahaMkAra-mamakAra)
ང-རྒྱལ-ཅན	[L]abhimAna; [L]abhimAnika; [MSA]mAnin
ང-རྒྱལ-ལས-ཀྱང-ང-རྒྱལ	[C]mAna-atimAna (=zreyasaH zreyAnaham iti)
ང-རྒྱལ-མེད-པ	[MSA]nirmANa; [MSA]nirmAna
ང-རྒྱལ-བཅག-པའི	[C]nihata-mAna
ང-རྒྱལ-དུ-འགྱུར-བ	[C]adhimanyate
ང-རྒྱལ-ཕྲ-བ	[MSA]sUkSma-mAna
ང-རྒྱལ-དང-བཅས-པ	[MSA]samAna
ང-རྒྱལ-གྱི-ཟིལ-གྱིས-ནོན-ཅིང	[C]mAna-abhibhUta
ངའི-ཕྲག-པ-ལ	[C]sama-aMzena
ངའོ-སྙམ-པ	[LCh]asmimAna
ངའོ-སྙམ-པའི-ང-རྒྱལ	asmi-mAna; [C]asmi-mAna
ངག	vAc; [LCh,L,MSA,MV]vAk
ངག-ཀྱལ	saMbhinnapralApa
ངག-སྙན-པ	[C]priya-vadya; [C]zlakSNa
ངག-གི-དངོས-པོ	[C]vAg-vastu
ངག-གི-ལམ-དང-སྒྲ	[C]vAk-patha-ghoSa
ངལ	[MSA]zrama
ངལ-བ	klama. zrama; [LCh,MSA]klama. zrama; [LCh]klama. zrama
ངམས-འགྱུར-འོང-ཞེས	[C]hAni
ངན	[MSA]avara; [MSA]asat
ངན-འགྲོ	durgati; [LCh,MSA]durgati
ངན-བརྗོད	[C]dur-ukta
ངན-ངོན	[C,MSA]avara; [C]avaraka; [L]itaretara
ངན-པ	hIna; [L]kuhanA; [MSA]ku- (e.g.: ku-ceSTita; etc.); [MSA]duSTa; [C,MSA]hIna; puriSa
ངན-སོང	apAya; [LCh,MSA]apAya; [LCh]durgati; [MSA]pApa(?)
ངན-སོང-གསུམ	[C]tri-apAya; [C]tri-apAyi; [C]triyapaya
ངན-སོང-པ	[C]apAya; [L,MSA]apAyika; [L]durgati
ངན-སོང-དུ-སྐྱེ-བར-འགྱུར-བ	[C]apAya-saMvartanIya
ངན-དུ-ཟེར-བ	[C]dur-bhASita
ངན-དུ-བརྗོད-པ	[C]dur-Agata
ངན-དུ-བརྗོད-པར-བྱེད	[L]kutsayanti
ངན-དུ-སྨྲས-པ	[C]dur-ukta
ངན-འགྲོར-འགྲོ-བ	[MV]durgati-gamana
ངང	[LCh]nisarga; [LCh,MSA]rasa; [L]AdhyAtma
ངང-པའི-སྟབས-སུ-བཞུད-པ-ཡིན	[C]haMsa-vikrAnta-gAmin
ངང-པའི-རྒྱལ-པོ	[C]haMsa-rAja
ངར-འཛིན	[MV,TN]ahaMkRti
ངར-འཛིན-པ	ahaMkAra; [C]ahaMkAra
ངར-འཛིན-པ-དང-ང-ཡིར-འཛིན-པ	[MSA]ahaMkAra-mamakAra
ངས-ཡོངས-སུ-གཏོད	[C]anuparIndAmi
ངས-ཡོངས-སུ-གཏད-ཀྱིས	[C]anuparIndAmi
ངེས	[L]niyata; [L]ekAntika; [MSA]aikAntya; [MSA]nItatva; [MSA]vyavasiti
ངེས-འབྱིན	[LCh]nairyANika
ངེས-འབྱུང	[MSA]saMsArAn niHsaraNaM. [L,C]niHsaraNa. [LCh]niHsaraNa; [C]niryAyatI; [MSA]niryANa; [MSA]niryAta; [N]nairyANika; [C]naiSkramya
ངེས-འཛིན	[C]avadhAraNa
ངེས-དོན	[LCh,MSA]nItArtha
ངེས-ལེགས	niHzreyasa
ངེས-པ	nizcaya. nizcita. niyata. niyama; [LCh,L,MSA]nizcaya. nizcita. niyata. niyama; [LCh]nizcaya. nizcita. niyata. niyama; [C]niyatim; [C]ekAnta; [C,L]ekAntika; [MSA]aikAntika; [C]avazyam; niz √ci: [MSA]nizcaya. nizcita. niyata. niyama; [MSA]nizcaya. nizcita. niyata. niyama; [MSA]vinizcita; [GD:618] adhyavasaya
ངེས-པའི	[C]niyatam (=avazya)
ངེས-པར	niyatam; [C,MV]niyatam (=[C]avazyam). ... shes par bya'o: [C]niSTa-gatena ... gantavya
ངེས-རྟོགས	[C]nidhyAna; [L]nidhAna
ངེས-ཤེས	nizcaya-jJAna; [GD:494] adhyavasaya
ངེས-ཚིག	[LCh]nirukti
ངེས-འབྱུང-མེད	[C]aniryANa
ངེས-འབྱུང-སྒྲུབ-པ	niryANapratipatti
ངེས-འབྱུང-ཡན-ལག	[MV]niryANAGga
ངེས-གཟུང-བ	[C]avadhAraNa
ངེས-པ-མེད	a-niyama
ངེས-པ-ཉིད	[C]nizcitatva
ངེས-པ-ཞུགས-པ	[C]abhiprasthita
ངེས-འབྱེད-ཡན-ལག	[C]nirvedha-aGga
ངེས-འབྱེད-ཆ-མཐུན	[LCh,C,MV]nirvedha-bhAgIya
ངེས-པར-འབྱུང	[C,MV]niryANa; (nir √yA): [C,MSA,MV]niryAti; [C]niryAyanAya; [MSA]niHsRti
ངེས-པར-འཛིན	[MV]avadhAra; avadhAraNa
ངེས-པར-བརྗོད	[C]nirucyate; [MSA](ni √rUp): nirUpyate
ངེས-པར-བསྟེན	[C]niSevita
ངེས-པར-བྱེད	[MSA]nizcayam eti; [MV]niyatIkaraNa
ངེས-པར-བྱུང	[MSA]viniHsRta (e.g.: bhUmi-viniHsRta)
ངེས-པར-ལེགས-པ	[LCh]niHzreyas
ངེས-པར-བྱེད-པ	[MV]niyatIkaraNa
ངེས-པར-གཟུང-བ	[L]avadhAraNa
ངེས-པར-མི-འབྱུང	[C]aniryANa
ངེས-པར-གཞོལ-བ	parAyaNa; [C]parAyaNa
ངེས-པར-འབྱིན-པ	nairyANika; [L]nairyANika; avadhAraNa
ངེས-པར-འབྱེད-པ	nirvedya; [C]nirvedha (=dharmadhAtu-rUpeNa-adhigamAt)
ངེས-པར-འབྱེད-པའི-ཤེས-རབ	[C]nairvedhika-prajJA
ངེས-པར-འབྱེད-པ-འགྲོ-བ	[C]nirvedha-gAminI
ངེས-པར-འགྲེལ-པ	[L,MV]nirmocana; [L]niHsaraNa; [MSA]nirmokSa(Na) (e.g.: saMdhi-nirmokSaNa)
ངེས-པར-འགྱུར-བ	[C]niyata; [MSA]niyati-pAta; [MSA]nizcayo bhavati; [MSA]naiyamya-pAta
ངེས-པར-འཇུག-པར-བྱེད-པ	[C]nivezika (=avavAda-AdinA pratiSThApikA)
ངེས-པར-སེམས-པ	nidhyapti; [C]nidhyapti
ངེས-པར-སྟོན-པར-བྱེད-པ	[C]nidarzika (=prasthAna-pratipattyAvizeSa-rUpeNa)
ངེས-པར-འཛིན-པ	avadhAraNa; [C,MV,MSA]avadhAraNa; [MSA]nirdhAraNa; [MV]avadhAra
ངེས-པར-རྟོགས-བྱ	[C]vibodhati
ངེས-པར-རྟོགས-པ	[C]vibodhati; [MSA]nidhyAna; [C]nirvedhika
ངེས-པར-རྟོགས-པར-བྱའོ	[C]niSTA gantavya; [C]niSTA gantavyA
ངེས-པར-སྐྱེས-པ	[C]niryAta
ངེས-པར-འབྱུང-བ	niHsaraNa. niryANa. niryAta; [L,C]niHsaraNa. niryANa. niryAta. [C,L,MSA]niHsaraNa. niryANa. niryAta; [C]pratisaraNa; [C,MV]niryAti; [C]niHsaraNa. niryANa. niryAta; [MSA,MV]niHsaraNa. niryANa. niryAta; [MSA]nairyANikatva; [MSA]nairyANya
ངེས-པར-འབྱུང-བ-དང-བཅས-པ	[C]saniHsaraNa
ངེས-པར-འབྱུང-བ-མེད-པ	[C]apratisaraNa
ངེས-པར-འབྱུང-བར-འགྱུར-ཏེ	[C]niryAsyanti
ངེས-པར-ཐོབ-པར-བྱེད-པ	[C]nirvAhika (=niSkarSika)
ངེས-པར-བྱུང-བ	[C]niryAta
ངེས-པའི-དོན	[L]nItArtha
ངེས-པའི-ཚིག	nirvacana. nirukti; [L,MSA]nirvacana. nirukti; [C]nirvacana. nirukti-pratisaMvid; [C]sunirukta; [MSA]nirukta; [MSA]nirvacana. nirukti
ངེས-པའི-ཚིག-ལ-གདོན-མི-ཟ-བར	[L]nirukti-nirdeza
ངེས-པའི-དོན-གྱི-མདོ-སྡེ-མ-ཐོས-པ	[MSA]nItArtha-sUtrAntAzravaNa
ངེས-དོན-གྱི-མདོ	nItArtha-sUtra
ངེས-བཅོམ-སྟེ	[C]nihanitvana; [MSA](ni √han): nihatya
ངོ	mukha; [LCh]mukha
ངོ-བོ	[LCh,MSA]bhAva; [LCh,L]svabhAva; [C]svAbhAvya; [LCh]vastu; [C]bhAva; [C,MSA]rUpa (e.g.: abhUta-rUpa); rUpam
ངོ-མཚར	Azcarya; [LCh,C,MSA]Azcarya; [C]duSkara; [L] Azcarya
ངོ-ཚ	[C,MSA]hrI; [MSA]lajja; [MSA]lajjanA
ངོ-ཚ-བ	[MSA]lajjA
ངོ-ཚ-ཤེས-པ	hrI; [LCh,MSA]hrI
ངོ-ཚ-མེད-པ	AhrIkya; [LCh]AhrIkya
ངོ-བོ-གཅིག	ekarUpatA; ekavastu
ངོ-བོ-ཉིད	svabhAvatA. svabhAva; [LCh,L,MSA,MV]svabhAvatA. svabhAva; [C]svAbhAvika; [MV]svabhAvatA. svabhAva; [MV]svAbhAvikatva; rUpatvA; svarUpam
ངོ-བོ-གཅིག-པ	ekarUpatA
ངོ-བོ-ཉིད-གསུམ	[MV,MSA]svabhAva-traya; [MV]trayaH svabhAvAH; trisvabhAva
ངོ-བོ-ཉིད-མེད	[C]naiHsvAbhAvya; svabhAvato nAstikaM
ངོ-བོ-ཉིད-སྐུ	[LCh]svabhAva-kAya; svabhAvikakAya
ངོ-བོ-ཉིད-དང-གྲོགས-དང-དམིགས-པ-དང-ལས-ཕུན-སུམ-ཚོགས-པ	[MSA]svabhAva-sahAyAlambana-karma-saMpad
ངོ-བོ-ཉིད-དང-བཅས-པ	[L]sasvabhAva
ངོ-བོ-ཉིད-དང-ལས-ཀྱི-སྒོ-ནས	[MSA]svabhAvatas ... karmatas
ངོ-བོ-ཉིད-མ-མཆི-པ-ཉིད	asvabhAva; svabhAvato nAstikaM
ངོ-བོ-ཉིད-ཀྱི-སྐུ	[MSA]svAbhAvika (kAya)
ངོ-བོ-ཉིད-ཀྱི-རྣམ-པ-ཐམས-ཅད-ཡོངས-སུ-མཁྱེན-པ	[C]svabhAva-sarvAkAra-parijJAnatA
ངོ-བོ-ཉིད-ཀྱི-མཚན-ཉིད	[L] svabhAvalakSaNa
ངོ-བོ-ཉིད-ཀྱིས-གྲུབ-པ	svabhAvatA-siddhi; *svabhAvatAsiddha
ངོ-བོ-ཉིད-ཀྱིས-སྟོང-པ-ཉིད-པ	[C]svabhAva-zUnyatA
ངོ-བོ-ཉིད-དག-པའི-ཆོས-ཉིད-ཐོབ-པ	[C]svabhAva-zuddha
ངོ-བོ-ཉིད-མེད-ཉིད	[C]asvabhAvatva
ངོ-བོ-ཉིད-མེད-པ	niHsvabhAva; [L,MSA]niHsvabhAva; [MSA]niHsvabhAvatA; [MSA]svAbhAva; [C]asvabhAva; svabhAvato nAstikaM; asvabhAvatA
ངོ-བོ-ཉིད-མེད-པར-སྨྲ-བ	niHsvabhAvavAdin
ངོ-བོ-ཉིད-མེད-པ-ཙམ-ཉིད	[L]niHsvabhAvatA-mAtra
ངོ-བོ-ངེས-པ	AkAraniyata
ངོ-བོ-མ-འདྲེས-པ	AkAraniyata
ངོ-མཚར-ཆེ	[MSA]Azcarya
ངོ-མཚར-ཆེ-བ	[MSA]Azcarya; [MSA]Azcaryatara
ངོགས	[LCh,C]tIra
ངོམས-པ	tRpti; [LCh]tRpta; [MSA]tRpti
ངོམས-པ-མེད-པ	[MSA]atRpti
ངོམས-ཤེས-པ	[MSA]tRpta
ངོར	[MSA]anurodhAt
ངུ-འབོད	raurava
ངུར-སྨྲིག	[LCh,C]kASAya
ནོན-པ	abhibhUta; [C]AviSTa; [MSA]AkrAnata; [MSA]zil gyis non pa = abhibhUta
ནོན-པར-གྱུར-པ	[C]avakrAnta
ནོན-པའི-རང-བཞིན-ཅན-དུ-འགྱུར-ཞིང	[C]adhyAkrAnta
ནོངས	[MSA]maraNa
ནོར	dhana. vitta; [C,MSA]dhana. vitta; [L]artha; [L]bhrAnta; [MSA]dhana. vitta
ནོར-བ	bhrAnti; [LCh]bhrAnti; [L]bhrAnta; [MSA]bhrama; [MSA]bhrAntatva; [MSA]bhrAntikA; [MV]vitatha
ནོར-བདུད	[C]dhana
ནོར-བུ	maNi; [LCh,C,MSA,L]maNi
ནོར-ཆེ	[C]mahA-dhana
ནོར-གཏོང	[C]dhana-dAyaku
ནོར-མེད-པ	[MSA]adhana
ནོར-བུ-རིན-ཆེན	[C]maNi-ratna; [C]ratana
ནོར-བུ-རིན-པོ-ཆེ	maNi-ratna; [C]maNi-ratna
ནོར-བ-ཙམ	[MSA]bhrAnti-mAtra
ནོར-དང-འབྲུ-ཕུན-སུམ-ཚོགས-པ	[C]dhana-dhAnya-saMRddhi
ནོར-ཡོངས-སུ-གཏང-བར-འདོད-ལ	[C]arthaM-dAtukAmo arthaM parityaktukAmaH
ནུབ-པ	astaM-gama; [C]astaM-gama
ནུབ-ཀྱི-རི-བོ-པ	aparazailas
ནུབ-བ-ལང-སྤྱོད	aparagodAnIya
ནུབ-པར-འགྱུར	[MSA]astaM-gama; [C] antardhatte
ནུབ-པར-གྱུར	[C]antardhIyate
ནུབ-པར-འགྱུར-བ	[C]antardhatte
ནུབ-པར-གྱུར-བ	[C]antardhatte
ནུབ-པར-གྱུར-ཏོ	[C]antardhatte
ནུར-བ	[C]sIdayati
ནུས	[C]prabhavati; [C]prasahate (=na prabhaviSyati); [C]zakya; [MV]zak-; [MV]sAmarthya; [C]pratibala
ནུས-པ	zakti. zakya. samartha. sAmarthya; [LCh,C,MSA]zakti. zakya. samartha. sAmarthya; [MSA]zakti. zakya. samartha. sAmarthya; [LCh]zakti. zakya. samartha. sAmarthya; [LCh,MSA]zakti. zakya. samartha. sAmarthya; [GD:88] zaktiH; bAla
ནུས-མ-ཡིན	[C]prabhavati
ནུས-པ-ཅི-ཡང-མ-མཆིས-པ	[C](akiM cit) sam-artha
ནུས-པ-དང-ལྡན-པ	[MSA]zakti-yoga
ནུས-པ-ཅུང-ཟད-ཀྱང-མེད-ལ	[C]akiMcit-samartha
ཉ	matsya; [LCh,C]matsya
ཉ-པ	[C]dhIvara
ཉ-གྲོ-དྷ-ལྟར	[C] n-yagrodhavan
ཉ-གྲོ-དྷ-ལྟར-ཆུ-ཞེང-གབ-པ	[C] n-yagrodha-parimaNDalatA
ཉག-རེ-ལས	[C]ekaika
ཉལ	[C]zaya; [C]zayAna
ཉལ-བ	[MSA]svapna
ཉལ-བ-དང-གཉིད-ཀྱི-མྱ-མྱོ-བསལ-བ-ལ	[C]zAyite nyidrAklama-prativinodana
ཉམ-ཆུང	[C]alpa-sthAma; [MSA]durbala
ཉམ-ཆུང-བ	daurbalya; [MSA]daurbalya
ཉམ-ཆུང-ཕྱིར	[C]durlabhatvAt
ཉམ-རངས-སུ-མི-འདོར-འདོད-བ	[C]anAdhivAsayitavya (=adhivAsanA parivarjayitavyA); [C]adhivAsana
ཉམ-རྩལ-ཡོད-མེད-ན	[C]avalA (=abalA) bhuyu
ཉམ-རྩལ-ཡོད-མིན-ན	[C]avalA (=abalA) bhuyu
ཉམ-ང-བ	[C]Adhi; [MSA]aniSTa; [MSA]kaSTa; [MSA]vyasana
ཉམ-ང-བ-མེད-པ	[MSA]akaSTa-zabdatA
ཉམས	[C]hAna; [C,MSA]hAni; (√hA): [MSA]hIyate; [C]hIna; [C]kSati; [C]vikala; [C]bhajyate; [MSA]chidratva; [MSA]vipatti; [MSA]vilekha
ཉམས-བདེ	[C]udagra
ཉམས-ཆུང	[MV]daurbalya
ཉམས-པ	hAni. upahata; [C]hIyate; [L]prahIyate; [N]hAni. upahata; [C]hAni. upahata; [MV]hInatA; [MSA]parihAni; [MSA]parihANi; [MSA]vihIna; [MSA]hIna; [C]khaNDa; [MSA]khaNDana; [MSA]cyuta; [MSA]yang dag par nyams pa = samudghAta
ཉམས-ཐག	[MSA]Arta
ཉམས-རངས-སུ-མི-འདོད-བ	[C]adhivAsana
ཉམས-རངས-སུ-མི-འདོར-བ	[C]adhivAsana
ཉམས-པ-མེད	[C]akhaNDa
ཉམས-པ-ཆ-མཐུན	hAnabhAgIya
ཉམས-པ-མེད-པ	[C]asampramuSita; [MSA]acyuti
ཉམས-པ-མེད-པ-ཏིང-ངེ-འཛིན	[MSA]acyuti samAdhAna-
ཉམས-པར-འགྱུར	[C]bhaJjati; [MSA]praNAza
ཉམས-པར-རྣམ-པར-སྤངས-པ	[C]upaghAta-vivarjita
ཉམས-པར-འགྱུར-བ	[C]sampramoSayati (=pramuhyate)
ཉམས-མ-མེད-པ	[C]asraMsanatA
ཉམས-བདེ-བ-དང-ཉམས-མི-བདེའང-རུང-སྟེ-ཇི-ལྟ-ཇི-ལྟར-གནས-པ	[C]praNItam apraNItaM vA (=paNihito hoti)
ཉམས-སུ-བླང	vaiyAvRtti
ཉམས-སུ-མྱོང	[C]rUpi (=anubhavati)
ཉམས-སུ-མྱོང-བ	[C]anubhavati; [MSA]anubhava; [MSA]pratyanubhavana
ཉམས-སུ-མྱོང-བར-བྱེད	[C]pratyanubhavati
ཉམས-སུ-མྱོང-བར-འགྱུར-བ	[C]anubhavati; [C]pratyanubhavati
ཉམས-སུ-མྱོང-བར-བྱེད-པ	[C]anubhavati
ཉམས-སུ-བླང-བ	[C]vaiyAvRtti (=vaiyAvRtya)
ཉམས-སུ-མི-བདེ-བ-མེད-ལ	[C]vighAtam Apadyate
ཉམས-སུ-བདེ-བ	[C]praNIta; [C]madhura
ཉམས-ཆུང-བ	[MV]daurbalya; [MSA]durbalatva
ཉམས-པའི-རྒྱུ	[MSA]hAni-hetu
ཉན	[LCh]zrava; [MV]zravaNa; [C]zruNamANa
ཉན-དུ	[C]zruNanAya
ཉན-པ	zravaNa; [C]zRNoti; [MSA,MV]zravaNa
ཉན-རང	zrAvaka-pratyekabuddha
ཉན-ས	zrAvaka-bhUmi
ཉན-ཐོས	zrAvaka; [LCh,L,C,MSA,MV]zrAvaka; [C]zISya
ཉན-ཐོས-ཐེག-པ	[L]zrAvaka-yAna
ཉན-ཐོས-ལ-སོགས-པ	[MSA,MV]zrAvakAdi
ཉན-ཐོས-ཀྱི-ས	zrAvaka-bhUmi; zravakabhUmi
ཉན-ཐོས-ཀྱི-སྦྱོར-ལམ	zrAvaka-prayoga-mArga
ཉན-ཐོས-ཀྱི-ཚོགས-ལམ	zrAvaka-saMbhAra-mArga
ཉན-ཐོས-ཀྱི-བརྩོན-འགྲུས-པ	[MSA]zrAvaka-vIrya
ཉན-ཐོས-ཀྱི-དགེ-འདུན	zrAvaka-saMgha; [C]zrAvaka-saMgha
ཉན-ཐོས-ཀྱི-འཕགས-པ	zrAvaka-Arya
ཉན-ཐོས-ཀྱི-མི-སློབ-ལམ	zrAvaka-azaikSa-mArga
ཉན-ཐོས-ཀྱི-ཐེག-པ	zrAvaka-yAna; [MSA]zrAvaka-yAna
ཉན-ཐོས-ཀྱི-ཐེག-པ-ལ-ཡང-དག-པར-ཞུགས-པ	[L] zrAvakayAnasaMprasthita
ཉན-ཐོས-ཀྱི-བྱང-ཆུབ-འམ-རང-སངས-རྒྱས-ཀྱི-བྱང-ཆུབ	[MSA]zrAvakabodhiM pratyekabodhiM vA
ཉན-ཐོས-དང-རང-སངས-རྒྱས	[MSA,MV]zrAvaka-pratyekabuddha
ཉན-ཐོས-ལེགས-འཚོལ-བ	[C]zrAvaka-gaNAt
ཉན-འདོད-པ	[C]zuzrUSA
ཉན-པ-པོ	[MSA]zrotR
ཉེ	[C]Asanna
ཉེ-བ	Asanna; [C]abhyAsa; [MSA]antika; [MSA]Asanna; [MSA]samavahita
ཉེ-བར	[C]Asanna
ཉེ-དུ	jJAti; [C]jJAti
ཉེ-ཉོན	[LCh]upakleza
ཉེ-ཙི	[C]upoSadha
ཉེ-བར-འགྲོ	[C]upaiti
ཉེ-བར-བརྟགས	[C]vyuparIkSamANu
ཉེ-བར-བརྟན	[C]upastambhanatA
ཉེ-བར-བརྟེན	[C]upastambhanatA
ཉེ-བར-བསྒྲུབ	[C]upasaMhArati
ཉེ-བར-བསྟན	[C]upastambhanatA
ཉེ-བར-གནས	(upa √sthA): [MV]upatiSThate; [MV]upasthita; [L]pratyupasthita; [C]upavartate
ཉེ-བར-གཏོད	[L]upanayana
ཉེ-བར-རྟོན	[C]upastabdha
ཉེ-བར-སྒྲུབ	[L]upasaMhArati
ཉེ-བར-སྟོན	[C]upadezin
ཉེ-བར-ཞི	[C]upazAnta
ཉེ-བར-སྦྱར-བ	[C]upasaMhAra
ཉེ-བར-ཡོངས-སུ-བརྟག-པ	[C]upaparIkSate
ཉེ-བར-གནས-པ	pratyupasthAna. pratyupasthita. upasthita; [MSA]pratyupasthAna. pratyupasthita. upasthita; [MSA]pratyupasthAna. pratyupasthita. upasthita; [MSA]pratyupasthApana; [MSA]samupasthita; [C]Asanna-sthAyin; [C]pratyupasthAna. pratyupasthita. upasthita (bhavati) (=abhimukhIbhUta)
ཉེ-བར-གཞག-པ	upasthAna; [MV]upasthAna
ཉེ-བར-མི-གོས-པ	[C]vitimira-karin
ཉེ-བར-གྱུར-པ	[C]abhyAzI-bhavati
ཉེ-བར-གྱུར-ཏོ	[C]abhyAz'ito
ཉེ-བར-ཞི-བ	upazama; [C,MSA]upazAnta; [C,MV]upazAnti; [MSA]upazama; [MSA]upazamana; [C]upazAmyati
ཉེ-བར-ཞི-བྱེད	[MSA](vy-upa √zam): vyupazamayati
ཉེ-བར-ཞི-བར-བྱེད-པ	vyupazama; vyupazamana
ཉེ-བར-བསྒྲུབས-ཏེ	[C]upasampadaya
ཉེ-བར-རབ-ཏུ-སྦྱོར-བར-བྱེད-པ	[C]prayujyamAna
ཉེ-བར-བཞག-པ	[LCh]upasthAna
ཉེ-བར-ལེན-པ	upAdAna; [MSA,MV,N]upAdAna; [C]upAdAnatA; [C]upAdatta
ཉེ-བར-ལེན-པའི-ཕུང-པོ-ལྔ	[MSA]paJcopAdAna-skandha
ཉེ-བར-ལེན-པ-པོ	[N]upAdAtR
ཉེ-བར-ལེན-པ-མེད-པར	[C]anupAdAya
ཉེ-བར-གཞོལ-བ	[C]upapadyate
ཉེ-བར-བསྟབས-པ	[C]upanAmita
ཉེ-བར-འགྲོ-བ	[C]upayAta; [C]upasaMkrAmati; [C]upagacchati
ཉེ-བར-བསམ-པར-བྱ	[C]upanidhyAyati
ཉེ-བར-འཁོར-བ	matsamIpa
ཉེ-བར-འབྲེལ-བར-བྱེད-པ	[C]paribadhnAti
ཉེ-བར-འཚེ-བ	[C]upadrava
ཉེ-བར-འཇོག-པ	upasthApanA; upasthApana
ཉེ-བར-འཇོག-པར-བྱེད	[MSA](upa √sthA): upasthApayati
ཉེ-བར-འོངས-གྱུར-ནས	[C]upAgamitva
ཉེ-བར-རྒྱས-པར-འགྱུར	[C]upabRmhayati
ཉེ-བར-ལོངས-སྤྱོད	[C]upabhoga
ཉེ-བར-འཕོ-བ	[C]upasaMkrAmati
ཉེ-བར-རྟོན-པར-བྱེད-པར-འགྱུར	[C]upastambhayati
ཉེ-བར-རྟོག-པ	upalakSaNa; [C]upaparIkSamANo; [MSA]upalakSaNa; upalakSaNA
ཉེ-བར-བླང-བྱ	[N]upAdAna
ཉེ-བར-འཇུག-པ	upasthApanA
ཉེ-བར-བསགས-པ	[L]upacita; [C]upacaya
ཉེ-བར-འོང-འགྱུར	[C]upagacchati
ཉེ-བར-སོང-ནས	[MSA](upa-saM √kram): upasaMkramya
ཉེ-བར-སྟོན-པ	[Das]upadeza
ཉེ-བར-བསྟན-པ	[C]upadizati; [C]nidarzana
ཉེ-བར-བསྟན-པར-བགྱི	[C]upadekSyAmi
ཉེ-བར-སྒྲུབ-པ	upasaMhAra; [MSA]upasaMhAra
ཉེ-བར-གོས-པ-མེད-པ	[C]anupalipta
ཉེ-བར-ཕྱོགས-པར-འགྱུར-རོ	[C]upanamati
ཉེ-ཉོན-ཉི-ཤུ	upakleza
ཉེ-བའི-ཉོན-མོངས	[MV]upakleza
ཉེ-བའི-ཉོན-མོངས-པ	upakleza; [MSA,MV]upakleza
ཉེ-བའི-ཉོན-མོངས-པའི-གློ-བུར-བ	[MSA]Agantuka ... upakleza
ཉེ-འཁོར-བ	utsada
ཉེ-འཁོར-ན	[L]matsamIpa
ཉེ-བ-ཉིད	[C]AsannatA
ཉེ-གྱུར-ན	[C]ceState
ཉེའོ	[C]abhyAsanna
ཉེར-འབྲེལ	[C]upazleSa
ཉེར-བསྡོགས	sAmantaka
ཉེར-བསྒྲུབས	[MSA]upasaMhAra
ཉེར-བཞག	[LCh]upasthAna; [C]upasthayati
ཉེར-ལེན	upAdAna
ཉེར-སྦས	upagupta
ཉེར-ཐོབ	Alokasyopalabdhiza
ཉེར-བསྡོགས-དང-དངོས-གཞིའི-ཏིང-ངེ-འཛིན-དང-ལྡན-པ	[MSA]samantaka-maula-samAdhi-sahagata
ཉེར-ལེན-གྱི-རྒྱུ	upAdAna-kAraNa
ཉེར-ལེན-གྱི-ཕུང-པོ	upAdAna-skandha
ཉེས-བྱས	[L]duSkRta
ཉེས-དམིགས	AdInava; AdInava, apakSAla. [LCh,C,MSA]AdInava
ཉེས-པ	doSa. aparAdha; [LCh,L,MV,MSA]doSa. aparAdha; [MSA]duSTa; [MSA]duSTatA; [MSA]pradoSa; [C]kalaGka; [MSA]doSa. aparAdha. AdInava, apakSAla
ཉེས-ཚོགས	[MSA]doSa-saMcaya
ཉེས-པ-བརྒྱད	[MSA]aSTa-doSa
ཉེས-པ-གསུམ	[MSA]doSa-traya
ཉེས-པ-མེད	[MSA]adoSa; [MSA]doSAbhAva
ཉེས-པ-མཐོང-བ	[MSA]doSa-darzana
ཉེས-པ-སྤྱད-པ	[C]duzcarita
ཉེས-པ-སྤྱད-པ-སྤྱོད-པ	[C]duzcarita-cArin
ཉེས-པ-དང-སྐྱོན	[C]doSa-antara; [C]antara
ཉེས-པ-དང-ལྡན-པ-ལ-ཡོན-ཏན-དང-ལྡན-པ-ཉིད-དུ-འཛིན-པ	[MSA]doSa-vati guNa-vattva-grAhaH
ཉེས-པ-ཡོངས-སུ-སྤང-བ	[MSA]doSa-parivarjana
ཉེས-པ-བྱེད-པ	[MSA]duSkRta
ཉེས-པ-མེད-པ-ཉིད	[MSA]nirdoSatva
ཉེས-པ-རྙམས-གདུལ-བར-བྱ-བ	[MSA]doSANAM vinayaH
ཉེས-པར-བརྩི-བར-འགྱུར	[C]aparAddhaH
ཉེས-པར-བསམས-པ-མེད-པ	[C]anavasAdayamAna
ཉེས-དམིགས-པ	[C]AdInava
ཉི-ལོགས	[C]Atapas
ཉི-མ	sUrya; [C,MSA]sUrya; [C]divasa; [C]divasam; [MSA]arka; [MSA]tapa; [MSA]dina-kara; [MSA]bhAnu
ཉི-ཤུ	viMzati
ཉི-ཚེ	[MSA]pradeza; [MV]prAdezika
ཉི-ཚེ-བ	prAdezika; [C,MV,N]prAdezika; [C]pradezikatva
