འམ	[C]vā; [C]athavā-api
ཕྱག-འཚལ	[LCh]namaḥ; [LCh]vandāmi; [C]namas
ཕྱག-འཚལ-བར-འགྱུར-རོ	[C]namati
ཕྱག-འཚལ-བར-བྱེད	[C]namayayati; [C]namas-karoti
ཕྱག-བགྱི-འོས	[C]namayayati
ཕྱག-བགྱི-བའི-གནས	[C]namas-karaṇīya
ཕྱག-བརླ-དྲང-པོར-སླེབས-པ	[C]paṭu-uru-bāhutā
ཕྱག-བྱ-བ-འོས-པ	[C]vandanīya
ཕྱག-བྱ-བ-ཡིན-ནོ	[C]namas-karoti
ཕྱག-བྱ-བར-འོས-པ	[C]vandanīya
ཕྱག-བྱ-བར-འོས-པ-ཡིན	[C]namas-karaṇīya
ཕྱག-དང-ཞབས-འཁོར-ལོའི-མཚན-དང-ལྡན-པ	[C]cakra-aṅkita-hasta-pāda(tā)
ཕྱག-དང-ཞབས-དྲ-བས-འབྲེལ-བ	[C]jāla-hasta-pādatā
ཕྱག-དང-ཞབས-གཞོན-ཞིང-འཇམ-པའོ	[C]mṛdu-taruṇa-hasta-pādatā
ཕྱག-དང-ཞབས-ཀྱི-མཐིལ-ལ	[C]hasta-pāda-tale
ཕྱག-དང-ཞབས-ཤིན-ཏུ-གནས-པ	[C]supratiṣṭhita-hasta-pādatā
ཕྱག-དར-ཁྲོད-པ	[C]pāṃsa-kulika
ཕྱག-གི-མཐིལ	[C]pāṇi-tala
ཕྱག-མཚན	mudrā
ཕྱག-རྒྱ	[C]mudrā
ཕྱག-རྒྱ-བཏབ-པ-ཉེ-བར-བཟུང-བས	[C]ādi-mudrā-mudritām upādāya
ཕྱག-རྒྱ-བཞི	[N]catur-mudrā
ཕྱག-རྒྱ-ཆེན-པོ	mahā-mudrā
ཕྱག-རྒྱ-མེད-པའི-མཐས	[C]ādi-mudrā-mudritām upādāya
ཕྱག-རྒྱའི-ལྷ	mudrā-deva
ཕྱག-རྒྱའི-ཚིག	[C]mudrā-pada
ཕྱག-རྒྱས-བཏབ-པར	[C]mudrita
ཕྱག-རིས	[C]lekhatā
ཕྱན-བྱས	[MSA]hita
ཕྱང-ཉེ-བ	[C]akṣāma
ཕྱེ	[C]prabhāvita; cūrṇa
ཕྱེ-བ	[N]bhinna; [N]racayati; [C]bheda (=dharma-bheda); [MSA]vivṛta
ཕྱེ-མ	[L]cūrṇa
ཕྱེ-མའི-སྨན	[L]cūrṇa-bhaiṣajya
ཕྱེ-མའི-སྨན-སྦྱར-བ	[L]cūrṇa-bhaiṣajya-saṃghāta
ཕྱེ-མར-བྱས	[C]maṣiṃ karoti
ཕྱེད	[L,MSA]bhedya; ardha
ཕྱེད-འོག-མ	[MSA]uttarārdha
ཕྱེད-དང-གཉིས	[MSA]adhyārdha
ཕྱེད-པ	[L]mata; [MSA]bhedya
ཕྱི	[LCh,C,MSA,MV]bāhya; [C,L]bahirddhā [C](=bāhya); [MSA]bahirdhā; [MSA]bāhyaka; [MV]carama
ཕྱི-བཞིན-དུ	[C]pṛṣṭhataḥ; [C]pṛṣṭhatas
ཕྱི-བཞིན-རྒྱུད-མར-ལོང-བཏགས-ནས	[C]parampareṇa
ཕྱི-དང-བྱེ-བྲག	sāmānya-viśeṣa
ཕྱི-དང-ནང-གི-དངོས-པོ	[MSA]ādhyātmika-bāhya ... bhāva
ཕྱི-དོན	[N]bahirdhā-artha; [N]bāhya-artha; bāhyārtha
ཕྱི-མ	[C,MSA]paścima; [MV,MSA]uttara
ཕྱི-མ-ལ	[L]āyatyām; [L]amutra
ཕྱི-མ-ཕྱི-མ	[L,MSA]uttarottara
ཕྱི-མ-ཕྱི-མ-འབྲས-བུ	[MV]uttarottara-phala
ཕྱི-མ-ཕྱི-མ-དག	[L]uttarottara
ཕྱི-མ-ཕྱི-མའི-འབྲས-བུ	[MV]uttarottara-phala
ཕྱི-མའི-མུ-མཐར	[C]apara-anta-koṭi
ཕྱི-མོ	[N]mātṛkā
ཕྱི-མོ-བའི-དབུ-མ-པ	mātṛkā-mādhyamika
ཕྱི-མོ-དང-མེས-པོ-གཉིས-ཀྱི-བདུན-རྒྱུད-ཚུན-ཆད-ཀྱི-བར-གྱི	yāvad ā saptamaṃ (-asya Ad.) mātāmahapitāmahayugasya (mātāpitṛyugasya Ad.)
ཕྱི-མཐའ	[C]apara-antatas
ཕྱི-ནང-གི-ཆོས	[C]ādhyātmika-bāhya-dharma
ཕྱི-ནང-སྟོང-པ-ཉིད	[MV]adhyātma-bahirdhā-śūnyatā
ཕྱི-རྒོལ	pūrva-pakṣa
ཕྱི-རྒོལ-བ	[LCh]prativādin
ཕྱི-རོལ	[MSA,MV]bāhya; [MSA]bahirdhā
ཕྱི-རོལ-དོན	bahirdhārtha
ཕྱི-རོལ-དོན-གྱིས-སྟོང-པ	bāhyārthaśūnya
ཕྱི-རོལ-གྱི-དོན	bahirdhārtha
ཕྱི-རོལ-པ	[LCh,L]tīrthika
ཕྱི-རོལ-པའི-ཡོངས-སུ-སྨིན-པ	[MSA]bāhya-paripāka
ཕྱི-རོལ-ཏུ	[C]parivāhya-bhāva
ཕྱི-རོལ-ཏུ-འགྱུར-ཏེ	[C]parivāhya-bhāva
ཕྱི-རོལ-ཏུ-རྣམ-པར-གཡེང-བ	[MV]bahirdhā-vikṣepa
ཕྱི-སྟོང-པ-ཉིད	[C]bahirddhā-śūnyatā; [MV]bahirdhā-śūnyatā
ཕྱིའི-བེམ-པོ	bahirdhā-kanthā
ཕྱིའི-དངོས-པོ-རྣམས	[MSA]bāhyā bhāvāḥ
ཕྱིའི-དོན	*bahirdhā-artha
ཕྱིའི-གཟུགས	bahirdhā-rūpa
ཕྱིའི-རྐྱེན-ཡོངས-སུ-གྲུབ-པ	[MSA]bāhya-pratyaya-siddhi
ཕྱིའི-སྐད-ཅིག-མ-ཉིད	[MSA]bāhyasya ... kṣaṇikatvaṃ
ཕྱིའི-སྐྱེ-མཆེད-དྲུག	[MSA]bāhya ... āyatana (ṣaḍ-)
ཕྱིན	[MSA] -ga (e.g.: pāra-ga)
ཕྱིན-ཆད	[C]āyatyām; [MSA]ūrdhva
ཕྱིན-ཅི-ལོག	[C,MSA,MV,L]viparyāsa; viparyaya; [L]viparīta; [MV]viparyasta; [C](var: (blo) phyin ci log = viparyasta (buddhayas))
ཕྱིན-ཅི-ལོག-བཞི-དང-ལྡན-པ	[MSA]catur-viparyāsānugata
ཕྱིན-ཅི-ལོག-གི-བློ-ཅན	[L]viparīta-mati
ཕྱིན-ཅི-ལོག-གི-གནས-ངན-ལེན	[MV]viparyāsa-dauṣṭhulya
ཕྱིན-ཅི-ལོག-གི-གཉེན-པོའི-སྣང-བའི-དེ-ཁོ-ན	[MV]aviparyāsa-dṛśya-tattva
ཕྱིན-ཅི-ལོག-གི-གཞི	[MV]viparyāsa-nidāna; [MV]viparyāsa ... vastu
ཕྱིན-ཅི-ལོག-གི-མཚན-མ	[MV]viparyāsa-nimitta
ཕྱིན-ཅི-ལོག-གི-ཡིད-ལ-བྱེད-པ	[MV]viparyasta-manaskāra
ཕྱིན-ཅི-ལོག-ལས-བྱུང-བ	[C]viparyāsa-samutthita
ཕྱིན-ཅི-ལོག-མ-ཡིན	[MV]aviparyāsa
ཕྱིན-ཅི-ལོག-མེད	[MV]aviparyasta; [MV]aviparyāsa
ཕྱིན-ཅི-ལོག-མེད-པ	[C,MV]aviparyasta; [MV]aviparyāsa
ཕྱིན-ཅི-ལོག-པ	[C,MV,MSA]viparyasta; [C,MV]viparyāsa; [L]viparīta; viparyaya
ཕྱིན-ཅི-ལོག-རྗེས-སུ-འབྲེལ-པ	[MV]viparyāsānubandha
ཕྱིན-ཅི-མ-ལོག	[C,MV]aviparyāsa; [MV]aviparīta(tva); [MV]aviparyaya; [MV]aviparyasta
ཕྱིན-ཅི-མ-ལོག-འཆད	[MSA]aviparīta-deśanā
ཕྱིན-ཅི-མ-ལོག-མཚན-ཉིད	[MV]aviparyāsa-lakṣaṇa
ཕྱིན-ཅི-མ-ལོག-པ	[MSA,MV]aviparīta; [MSA,MV]aviparyasta; [MSA,MV]aviparyāsa; [MV]aviparītatva; [MV]aviparyaya
ཕྱིན-ཅི-མ-ལོག-པ-དེ-བཞིན-ཉིད	[C]avitathatā
ཕྱིན-ཅི-མ-ལོག-པའི-དེ-ཁོ-ན	[MV]aviparyāsa-tattva
ཕྱིན-ཅི-མ-ལོག-པའི-དོན	[MSA]aviparātārtha
ཕྱིན-ཅི-མ-ལོག-པར	[N]aviparyaya; [N]aviparyāsa
ཕྱིན-ཅི-མ-ལོག-པར-གྱུར-པ	[MV]aviparyāsa-pariṇata
ཕྱིན-ཅི-མ-ལོག-པར-སྒྲུབ-པ	[MSA]aviparītānuṣṭhāna
ཕྱིན-ཅི-མ-ལོག-པས-ཡོངས-སུ-གྲུབ-པ	[MV]aviparyāsa-pariniṣpatti
ཕྱིན-ན-བསྐལ-པ-ལས-ལྷག-པར	[C]ūrdhvaṃkalpa
ཕྱིན-ནས	[C]prāpta
ཕྱིན-པ	[C]gacchati; [C]pratipadya; [MSA]gamana (e.g.: pāra-gamana); [MSA]nayana; [MSA]prāpti; [MSA]yāta; [MV]saṃprāpti
ཕྱིན-པ-པ	[C]nāmantika
ཕྱིན-པའི-གནས	[MV]prāpty-avasthā
ཕྱིན-པར	[C]adhigamya; [C]anugantu
ཕྱིན-པར-འགྱུར	[C]upaiti
ཕྱིན-པར-བྱེད-པ	[MV]saṃprāpaṇa
ཕྱིར	[C,MSA](upā √dā): upādāya; [C]punar; [C]prati; nidāna; [MSA]etya; [MSA]hetu (e.g.: ātma-hetu); [MV]arthatas; [MV]arthena
ཕྱིར-འོང	sakṛdāgāmin; āgāmin
ཕྱིར-འོང-འབྲས-གནས-པ	sakṛd-āgāmi-phala-stha
ཕྱིར-འོང-བ	(sakṛd) āgāmin; sakṛdāgāmin
ཕྱིར-འོང-ཞུགས-པ	sakṛd-āgāmi-pratipannaka
ཕྱིར-བལྟས	[C]bahir-gata
ཕྱིར-བཤགས-པར-གྱིས-ཤིག	[C]pratideśayati (=gṛhīta-bodhicitta-parityāgāt = pratyāpatti-balāt = kṛta-pāpadeśanān)
ཕྱིར-བཞག-པར	[C]nikṣipta
ཕྱིར-ཀྱང	[C]punar
ཕྱིར-ལྡོག-པ	[C]pratyudāvartate
ཕྱིར-ལྡོག-པར-འགྱུར-ཏེ	[C]pratyudāvartate
ཕྱིར-ལོག-སྟེ-དོང-ངོ-སླར-དོང-སྙམ-མོ	[C]niṣkrāmati (=abhiniṣkrāmati)
ཕྱིར-མི-འོང	[LCh]anāgāmin
ཕྱིར-མི-འོང-འབྲས-གནས-པ	anāgāmi-phala-stha
ཕྱིར-མི-འོང-བ	anāgāmin
ཕྱིར-མི-འོང-ཞུགས-པ	anāgāmi-pratipannaka
ཕྱིར-མི-ལྡོག	[C]avivartiyo
ཕྱིར-མི-ལྡོག-པ	 [C]vyativartate (=atikrāmati = vivardhate)|[C]avaivartika (=acala); [C]pratyudāvartate; [L]anāgāmin; [C]apratyudāvartanīya 
ཕྱིར-མི-ལྡོག-པ-ཉིད-དུ	[C]avaivartikatā
ཕྱིར-མི-ལྡོག-པ-ས-ཡི-ཆོས	[C]avivartiyu-bhūmi-dharmā
ཕྱིར-མི-ལྡོག-པའི-འཁོར-ལོའི-མདོ	avaivarta-cakra-sūtra
ཕྱིར-མི-ལྡོག-པའི-ས	[C,MSA]avinivartanīya-bhūmi; [C]avaivartika-bhūmi
ཕྱིར-མི-ལྡོག-པའི-ས-ལ-གནས-པ	[C]avaivartya-bhūmi-sthita (=avinivartanīya)
ཕྱིར-མི-ལྡོག-པའི-ས-ལ-ལུང-བསྟན-པ-འཐོབ-པ-ཡང-དག-པར-འགྲུབ-པ	[MV]avinivartanīya-bhūmi-vyākaraṇa-lābha-samudāgama
ཕྱིར-མི-ལྡོགས-པའི-ས	[MSA]avinivartanīya-bhūmi
ཕྱིར-ཕྱོགས-པར-བྱེད	[C]vipṛṣṭhī-karoti (mānasam)
ཕྱིར-རྒོལ-པ	[C,MSA]pratyarthika
ཕྱིར-སྨྲ-བ	[C]prati-mantrayati
ཕྱིར-ཞིང	[MSA]bhūyas
ཕྱིར-ཞིང-འབྱུང-བ	[L]bhuuyobhāva
ཕྱིར-ཟློག	[L]nirvṛt-
ཕྱིར-ཟློག-ཅིང	[C]vicchandayati (=kartu-kāmatā-apanayanād)
ཕྱིར-ཟློག-པ	[C]prativacanaṃ dadāti
ཕྱིས	[C]āyati; [C]āyatyām; [C,MSA]paścāt; [MSA]uttara; [MSA]uttara-tra; [MSA]bhūyas
ཕྱིས-ཀྱང	[C]punar
ཕྱིས-ནས	[C]pramṛjya
ཕྱིས-སོང-སྟེ	[C]anuprāpuṇeyā
ཕྱོགས	[LCh,C,MSA]diś; [LCh]deśa; [L]dik; [C]diśa; [C,MV,MSA]pakṣa (e.g.: [MSA]kṛṣṇa-śukla-pakṣa; [MSA]śamatha-pakṣa; [MSA]vipaśyanā-pakṣa); [C]pradeśa; [MV]pakṣya; digbhāga
ཕྱོགས-བཅུ-པའི-སངས-རྒྱས-རྣམས	daśad-diśi-buddha
ཕྱོགས-བཅུའི	[C]daśad-diśi
ཕྱོགས-བཅུར	[L]daśa-dik
ཕྱོགས-ཆ	[C]pradeśa; digbhāgabheda
ཕྱོགས-ཆོས	paksadharmatā; pakṣadharma
ཕྱོགས-དང-ཕྱོགས-སུ	[C]diśi-diśi
ཕྱོགས-དེ-སོང	[MSA]dikṣu gatvā
ཕྱོགས-གླང	dignāga
ཕྱོགས-གནས	[C]pradeśa-stha
ཕྱོགས-གསུམ-པ-མེད-པ	[MSA]tṛtīya-pakṣābhāva
ཕྱོགས-ཀྱི-གླང-པོ	dignāga
ཕྱོགས-ཀྱི-གོས-ཅན	[N]digambara
ཕྱོགས-ལྟར-སྣང	[GN] pakṣābhāsa
ཕྱོགས-མེད	[MSA]apakṣapāta
ཕྱོགས-མེད-པ	[C]apradeśa
ཕྱོགས-མཚམས	[MSA]vidiś [MSA](e.g.: dig-vidiś)
ཕྱོགས-ན-གནས-པ	[C]deśa-stha
ཕྱོགས-པ	[C]prāgbhāra
ཕྱོགས-རྣམས-སྲེག-ཅིང	[C]diśadāha (=digdāha = diśodāha)
ཕྱོགས-སྔ	pūrva-pakṣa
ཕྱོགས-སྔ-མ	pūrva-pakṣa
ཕྱོགས-ཙམ	[C]pradeśa-mātram; [MSA]pradeśa
ཕྱུག-པ	[MSA]āḍhya
ཕྱུག-པོ-དང-བདག-པོ	[MV]aiśvaryādhipatya
ཕྱུག-རྫི	[C] paśu-pālaka (= phyugs rdzi)
ཕྱུགས	paśu
ཕྱུགས-རྫི	[C]paśu-pālaka
ཕྱུང	[C]vinisṛta
ཕྱུང-བ	[MSA]utpadita
ཕྱུང-གྱུར	[C]uddhṛta
ཕྱྭ-སྨྲ-བ	[A4C] niyativādin
པི-བང	[L]vīṇā
པི-ཝང	[L]vīṇā
པུར-རྒྱལ	pretapurī[Das]
པུས-མོ-གཡས-པའི-ལྷ-ང	[Toh. 16] ??? dakṣinaṃ jānu-maṇḍala
པུས-མོའི-ལྷ-ང	[C]jānu-maṇḍala
ར-བ	prākāra
རབ	pra-; [C]vara; [C]prakarṣa
རབ-འབྱམས	[MSA]visara
རབ-འབྱོར	subhūti[S]
རབ-འདས-ནས	[C]atikramya (=ullaṅghya)
རབ-འདུལ	[MSA](pra-vi √nī): pravinetum
རབ-འཛིན	[MSA]pradhāraṇa
རབ-འཇུག	[MSA]udvṛtti
རབ-འཕྲུལ-དགའ	[C]nirmāṇarati (deva)
རབ-བཅིངས-པ-འཆིང-བས	[MSA]bandhanātibaddha
རབ-བརྩོན	[MSA]suyukta
རབ-བསགས	[MSA]saṃbhṛta
རབ-བསྡམས	[MSA]susaṃvṛta
རབ-བསྐྱེད	[MSA]prajanita
རབ-བྱེད	[LCh]prakaraṇa; [C]pravicaya
རབ-དག	[MSA]śuddha; [MSA]suviśuddha
རབ-དང	[MSA]prasanna
རབ-དང-བའི-ཤུགས	[MSA]prasāda-vega
རབ-དང-སེམས-དང-ལྡན-པ	[MSA]gāḍha-prasanna-citta
རབ-དབྱེ	[MSA]prabhedana
རབ-དགའ	[MSA]pramodya
རབ-དགའི-ཡིད	[MSA]pramudita-manas
རབ-དམར	[C]surakta
རབ-གང	[MSA]prapūrṇa
རབ-གནས	[MSA]saṃstha (e.g.: adhyātma-saṃstha); pratiṣṭhā; [Das] supratiṣṭhā; [Das] prasthāpana
རབ-གནོད-པར-འགྱུར	[MSA]prabādhyate (e.g.: doṣaiḥ prabādhyate)
རབ-གྲགས	[MSA]prathīta
རབ-གུས	[C]guru-premata
རབ-གཟུང	[MSA](√grah): gṛhṇīyāt
རབ-མཆོག	[C]pravara
རབ-མཁས-པ	[MSA]sukuśala
རབ-རྫོགས	[MSA]prapūri; [MV]prapūraṇā; [MSA]supūrṇatva (e.g.: puṇya-jñāna-supūrṇatva)
རབ-རྫོགས-པ	[C]prapūraṇa; [C]prapūri
རབ-རྒྱས	[MV]pratānatā
རབ-རིབ	[L,MSA]timira
རབ-རིབ-བཅས	sataimiram
རབ-རིབ-ཅན	taimirika
རབ-སྡུག	[MSA]susnigdha
རབ-ཤེས	[C]prajānayati; [MSA]praviṣṭatā
རབ-ཤེས-ན	[C]prajñānamayāna
རབ-སྨིན	[MSA]prapācana
རབ-སྨིན-པར-བྱེད-པ	[MSA](sems can tshogs) rab smin par byed pa = sattva-gaṇaṃ prapācayan
རབ-སྣང	[BCA] prakāśa
རབ-སྟོན	[MSA]prakāśana
རབ-ཏུ	[MSA]parama; [MSA]pra-; [TN]citra; [MSA]pragāḍha; [MSA]bhṛśaṃ
རབ-ཏུ-འབབ-པ	[MSA]praviśana (=praveśana?)
རབ-ཏུ-འབབ-པར-འགྱུར-རོ	[C]pravartayati; [C]abhipravarṣati
རབ-ཏུ-འབར-བ	[MSA]pradīpta
རབ-ཏུ-འབྱེད-དོ	[C]prabhāvyate
རབ-ཏུ-འབྱེད-པ	[C]prabhāvanā (=prakāśanā); [C]prabhāvanatā; [C]prabhāvita; [C]prabhinnati; [C]prabheda; [C]prabhāvyate; [L]prabheda; [MSA]pravicaya
རབ-ཏུ-འབྱེད-པར-བགྱིད	[C]prabhāvayati
རབ-ཏུ-འབྱིན-པར-བྱེད	[MSA](pra √vraj): pravrājayati
རབ-ཏུ-འབྱུང	[C]pravartita; [C]pravrajate; [MV](saṃ-pra √vṛt): saṃpravartate
རབ-ཏུ-འབྱུང-བ	[C]pravartanatā; (pra √vraj): [MSA]pravrajya; [C]pravrajati
རབ-ཏུ-འབྱུང-བའི-ཕྱིར-མངོན-པར-འབྱུང	[C]pravrājyāyai niṣkrāmati (=pravrajito)
རབ-ཏུ-འབྱུང-བར-འགྱུར-རོ	[C]pravrajita
རབ-ཏུ-འདྲེན-པ	[C]pariṇāyika
རབ-ཏུ-འཛིན	(pra √grah): [MSA]pragṛhṇāti; [MV]pradhāra(ṇa)
རབ-ཏུ-འཛིན-པ	[L]parigraha; [MSA]pragraha; [MV]pradhāra(ṇa)
རབ-ཏུ-འཛིན-པར-འགྱུར-བ	[C]pratigṛhṇāti
རབ-ཏུ-འགོད-པ	[MSA]prasthāpana
རབ-ཏུ-འགོད-པ-བྱེད-པ	[C]pratiṣṭhāpayati
རབ-ཏུ-འགྱེད-པ	[C]pramukta; [C]avasṛjati
རབ-ཏུ-འཇིག-པ	[C]pralujyate; [C]prabhaṅgura
རབ-ཏུ-འཇོག	[MSA](pra √dhā): pradadhāti; [MSA](pra √sthā): prasthāpayati
རབ-ཏུ-འཇོག-པར-བྱེད	[C]pratiṣṭhāpayati
རབ-ཏུ-འཇུག	[C]praskandati
རབ-ཏུ-འཐོབ	[MV](prati √labh): pratilabhate
རབ-ཏུ-འཐོབ-པ	[C]pratilabhate
རབ-ཏུ-བཅོམ-གྱུར	[MSA]astaṃ prayātaṃ
རབ-ཏུ-བདེ-བར-གནས	[MSA]parama-sukha-vihāra
རབ-ཏུ-བརྗོད	[C]pravucyati
རབ-ཏུ-བརྩོན	[C]sattva
རབ-ཏུ-བརྩོན-པ	[MSA]prayukta; [MSA]samyukta
རབ-ཏུ-བཤད	[C]prakāśita
རབ-ཏུ-བཤད-པ	[MSA]prakāśana
རབ-ཏུ-བསྐོར-པ	[L]pravartayat
རབ-ཏུ-བསྔགས	[MSA](pra √śaṃs); praśasyate; [MSA](√śaṃs): śasyate
རབ-ཏུ-བསྟན-པ	[C]prakāśyati
རབ-ཏུ-བསྟེན-བྱ	[MSA](pra √vas): pravaset
རབ-ཏུ-བསྟེན-བྱེད	[C]niṣevamanāṇo
རབ-ཏུ-བསྟེན-པ	[C]āsevayati
རབ-ཏུ-བྱམས-པར-གྱུར-པ	[MSA]pragataḥ snehaḥ
རབ-ཏུ-བྱེད	[C]prapañcayati
རབ-ཏུ-བྱེད-པ	[MSA]don ston rab tu byed pa = artha-vibhāvanāṃ prakurute
རབ-ཏུ-བྱུང-བ	[LCh,MSA]pravrajita
རབ-ཏུ-བཞག-པ	 [C]prabhāvita; [C]prabhāvitatā; [MSA,MV]prabhāvitatva|[MV]prajñapti(tas) 
རབ-ཏུ-བཟོད	[MSA](pra √mṛṣ): pramarṣayat
རབ-ཏུ-བཟུང-བ	[C]pragṛhṇāti
རབ-ཏུ-ཆོམས-པ-གྱུར-པ	[L]samudghāta
རབ-ཏུ-དད-པར-བྱུང-བ	[C]prasīdati
རབ-ཏུ-དང-བ	[C,MSA]prasāda; [MSA]prasanna
རབ-ཏུ-དང-བ-དང-ལྡན-པའི-སེམས	[MSA]prasāda-sahagata ... citta (e.g.: pragāḍha-prasāda-sahagata ... citta)
རབ-ཏུ-དང-བའི-ཡིད	[MSA]prasanna ... manas
རབ-ཏུ-དབེན-པ	[C]pravivikta; [C]vivikta
རབ-ཏུ-དབེན-པའི-ཡིད-བྱེད	pravivikta-manasikāra; prāvivekyamanaskāra
རབ-ཏུ-དབྱེ-བ	[C]prabhāvanā; [C]prabhāvyate; [C,MSA,MV]prabheda; [C]aprabhedatā; [MSA]pravibhāga; [MSA]bheda
རབ-ཏུ-དགའ-བ	[C,MSA]pramuditā; [C,MSA]prāmodya; [MSA]pramoda; [C]abhipramudita; [C]surata
རབ-ཏུ-དགའ-བ-བྱེད	[C]pramodanto 'bhipramodanti
རབ-ཏུ-དགའ-བ-སྐྱེ-བ	[C]priti-prāmodya-jāta
རབ-ཏུ-དགའ-བ-སྐྱེ-བར-འགྱུར-རོ	[C]prīti-prāmodya
རབ-ཏུ-དགའ-བར-བྱེད-པ	[C]sampraharṣayati
རབ-ཏུ-དགའ-ཞིང-སྤྲོ-བ	[C]prāmodya-prīti
རབ-ཏུ-དུལ-བ	[MSA]suvinītā
རབ-ཏུ-གང-བ	[MSA]pratipūrṇa
རབ-ཏུ-གདོན-པར-བྱ	[C]pravartayati (=utpādiṣyati)
རབ-ཏུ-གནས-པ	[C]supratiṣṭhita; [MSA]saṃstha (e.g.: adhyātma-saṃstha); pratiṣṭhā; [Das] prasthāpana
རབ-ཏུ-གྲགས-པ	[MSA]pratīta
རབ-ཏུ-གྲུབ-པ	[MSA]prasiddha
རབ-ཏུ-གཞོག-པར-བྱེད-པ	[C]pratiṣṭhāpayati
རབ-ཏུ-ལྡན-པ	[C]samprayukta
རབ-ཏུ-ལྷུང	[L]prapatati
རབ-ཏུ-མ-རྫོགས	[MV]aprapūrṇatā
རབ-ཏུ-མང-པོ	[L]sambahula
རབ-ཏུ-མཆོག	[L]pravara
རབ-ཏུ-མི-དགའ	[C]saṃvega
རབ-ཏུ-མི-གནས-པར-སྨྲ-བ	[N]sarva-dharmāpratisthāna-vādin
རབ-ཏུ-མི-ཤེས	[C]aprajānamāno
རབ-ཏུ-མཁྱེན-པ	[C]prajānāti
རབ-ཏུ-མཐོང	[MSA](pra √paś): prapaśyati
རབ-ཏུ-ཉམས-པ	[C]vihīna; [L]pranaṣṭa
རབ-ཏུ-ཉམས-པ-འགྱུར-བ	[C]sampramoṣayati; [MSA]pracyāvana
རབ-ཏུ-ཉེན	[C]pratipīḍanā
རབ-ཏུ-ཕྱེ	[L]prabhāva
རབ-ཏུ-ཕྱེ-བ-ཡིན-ནོ	[C]prabhāvyate
༅རབ-ཏུ-ཕྱེ-བ༏-རབ-ཏུ-བཞག-པ	[C]prabhāvita; [C]prabhāvitatā; [MSA,MV]prabhāvitatva
རབ-ཏུ-རྒྱས-པའི-དམིགས-པ	[MV]pratānatālambana
རབ-ཏུ-རིག-པ	[MSA]pravedanā
རབ-ཏུ-རིག-པར-བྱེད-པ	[L]prajñāpana
རབ-ཏུ-རྣམ-པར-འབྱེད-པ	[C,MSA]pravicaya; [C]pravibhāvyamāna (=nirūpyamāṇa)
རབ-ཏུ-རྣམ-པར-འབྱེད-པར-བྱེད	[L]pravicaya
རབ-ཏུ-རྣམ-པར-འཇིག-པ	[C]vipralopa
རབ-ཏུ-རྣམ-པར-དབྱེ-པ	[C]pravicaya
རབ-ཏུ-རྣམ-པར-རིག-པར-བྱ-བ-མ-ཡིན	[C]aprajñapanīya
རབ-ཏུ-རྣམ-པར-སྤྱད-པར-བྱའོ	[C]pravicārayati
རབ-ཏུ-རྟོག-པ	[C]pratiṣedha
རབ-ཏུ-རྟོགས	[L]prabodha; [MV]prativyadh-; [MV]prativedha
རབ-ཏུ-རྟོགས-ནས	[MSA]pratividhya (e.g.: dharmatāṃ pratividhya)
རབ-ཏུ-རྟོགས-པ	[C]pratividdha; [C,MSA,MV]prativedha; [C]pratyayāgama; [MV]prativyadh-
རབ-ཏུ-སྦྱར	[C]prayukta (=samprayukta)
རབ-ཏུ-སྦྱར-བ	[MSA]prayojana
རབ-ཏུ-སྦྱིན	[C]pradāna
རབ-ཏུ-སྦྱོར-བ	(pra √yuj): [L,MSA]prayoga; [MSA]prayujyate; [MSA]prayukta
རབ-ཏུ-སྒོམ-བྱེད	[C] prabhāvayati
རབ-ཏུ-སྒྲུབ-པར-བྱེད	[MSA](pra √pad): prapadyate; [MSA]prasādhana
རབ-ཏུ-ཤེས	[MSA,MV]prajānāti [MSA](e.g.: yathābhūtaṃ prajānāti); [MV]prajñā-; [MV]prajñāna; [C]pratividhyati; [C]prajñāyate; [C]prajānāti
རབ-ཏུ-ཤེས-པ	[C]prajānanā; [MSA]parijñāna; [MSA,MV]prajñāna; [MSA]pravedanā; [MV]prajñā-; [MV]prajānāti
རབ-ཏུ-སིམ-པར-བྱེད-པ	[C]prahlādanatva
རབ-ཏུ-སྐྱེ	[MSA]prabhava; [MSA](pra √bhū): prabhavati; [MSA](prā-dur √bhū): prādurbhavati; [MV](pra √jan): prajāyate
རབ-ཏུ-སྐྱེ-བ	[LCh]prabhava
རབ-ཏུ-སྨིན-པ	[MSA]prapaca
རབ-ཏུ-སྨྲ	[C]pravādin
