སངས-རྒྱས	buddhaḥ
མི-མཐུན-པར-ལྟ-བའམ-ལྟ-བ-མི-བཟད-པ	viṣamadṛṣṭiḥ
ལྟ-བ-ངན-པ	kudṛṣṭiḥ
ལྟ-བ-ཡ-ང-བ	dṛṣṭisaṃkaṭaḥ
ལྟ-བར-འགྱུར-བའམ-ལྟ-བར-བྱས-པ	dṛṣṭikṛtam
ལྟ-བའི-རྣམ-པའམ-ལྟ-བར-གྱུར-བ	dṛṣṭigatam
ལུང-དུ-མ-བསྟན-པའི-ཆོས-བཅུ-བཞིའི-མིང-ལ	caturdaśāvyākṛtamūlāni
འཇིག-རྟེན-རྟག	śāśvato lokaḥ
འཇིག-རྟེན-མི-རྟག	aśāśvato lokaḥ
འཇིག-རྟེན-རྟག-ཀྱང-རྟག-ལ-རྟག-ཀྱང-མི-རྟག-པ	śāśvataścāśāśvataśca
འཇིག-རྟེན-མཐའ-ཡོད-པ	antavān lokaḥ
རྟག-པ-ཡང-མ-ཡིན-མི-རྟག-པ-ཡང-མ-ཡིན	naiva śāśvato nāśāśvataśca
འཇིག-རྟེན-མཐའ-ཡོད-པ-མ-ཡིན	anantavān lokaḥ
མཐའ-ཡོད-ཀྱང-ཡོད-ལ-མཐའ-མེད-ཀྱང-མེད	antavāṃścānantavāṃśca
མཐའ-ཡོད-པ-ཡང-མ-ཡིན-མཐའ-མེད-པ-ཡང-མ-ཡིན	naivāntavān nānantavān
དེ-བཞིན-གཤེགས-པ-ཤི-ནས-ཡོད	bhavati tathāgataḥ paraṃ maraṇāt
དེ-བཞིན-གཤེགས-པ-ཤི-ནས-མེད	na bhavati tathāgataḥ paraṃ maraṇāt
དེ-བཞིན-གཤེགས-པ-ཤི-ནས-ཡོད-ཀྱང-ཡོད-ལ-མེད-ཀྱང-མེད	bhavati ca na bhavati ca tathāgataḥ paraṃ maraṇāt(maraṇataḥ)
དེ-བཞིན-གཤེགས-པ-ཤི-ནས-ཡོད-པ-ཡང-མ-ཡིན-མེད-པ-ཡང-མ-ཡིན	naiva bhavati na na bhavatitathāgataḥ paraṃ maraṇāt(maraṇataḥ)
སྲོག-དེ-ལུས-དེ-ཡིན	sa jīvas tac charīram
སྲོག-ཀྱང-གཞན-ལ-ལུས-ཀྱང-གཞན	anyo jīvo 'nyaccharīram
མུ-སྟེགས-ཅན-གྱི-བདག-ཏུ-བརྗོད-པའི-མིང-ལ	tīrthakātmaparyāyāḥ
བདག	ātmā
སེམས-ཅན	sattvaḥ
སྲོག	jīvaḥ
སྐྱེ-བ-པོ	jantuḥ
གསོ-བ	poṣaḥ
སྐྱེས-བུ	puruṣaḥ
གང-ཟག	pudgalaḥ
ཤེད-ལས-སྐྱེས	manujaḥ
ཤེད-བུ	mānavaḥ
བྱེད-པ-པོ	kārakaḥ
བྱེད-དུ-འཇུག-པ-པོ	kārāpakaḥ
ཚོར-བ-པོ	vedakaḥ
ཤེས-པ-པོ	jānakaḥ
མཐོང-བ-པོ	paśyakaḥ
སློང-བ-པོ	utthāpakaḥ
ཀུན-ནས-སློང-བ-པོ	samutthāpakaḥ
ཇིག-ཚོགས-ལ-ལྟ-བ-ཉི-ཤུའི-མིང-ལ	viṃśatiśikharasamudgataḥ satkāyadṛṣṭiśailaḥ
བདག-གཟུགས-ཡིན-ཏེ-བདག-པོ-དང-འདྲ	rūpam ātmā svāmivat
བདག-གཟུགས-དང-ལྡན-ཏེ-རྒྱན-དང-འདྲ	rūpavān ātmā alaṅkāravat
གཟུགས-བདག-གི-ཡིན-ཏེ-བྲན-དང-འདྲ	ātmīyaṃ rūpaṃ bhṛtyavat
གཟུགས-ལ-བདག-ལ-གནས-ཏེ-སྣོད-དང-འདྲ	rūpe ātmā bhājanavat
བདག-ཚོར-བ-ཡིན	vedanātmā
བདག-ཚོར-བ-དང-ལྡན	vedanāvān ātmā
ཚོར-བ-བདག-གི-ཡིན	ātmīyā vedanā
ཚོར-བ-ལ-བདག-གནས	vedanāyām ātmā
བདག-འདུ-ཤེས-པ-ཡིན	saṃjñātmā
བདག-འདུ-ཤེས-དང-ལྡན	saṃjñāvān ātmā
འདུ-ཤེས-བདག-གི-ཡིན	ātmīyā samjñā
འདུ-ཤེས-ལ-བདག-གནས	saṃjñāyām ātmā
བདག-འདུ-བྱེད-ཡིན	saṃskārā ātmā
འདུ-བྱེད-བདག-ཡིན	saṃskārā ātmā
བདག-འདུ-བྱེད-དང-ལྡན	saṃskāravān ātmā
འདུ-བྱེད-བདེག-གི-ཡིན	ātmīyāḥ samskārāḥ
འདུ-བྱེད-ལ-བདག-གནས	saṃskāreṣvātmā
བདག-རྣམ-པར-ཤེས-པ-ཡིན	vijñānam ātmā
བདག-རྣམ-པར-ཤེས-པ-དང-ལྡན	vijñānavān ātmā
རྣམ-པར-ཤེས-པ-བདག-གི-ཡིན	ātmīyaṃ vijñānam
རྣམ-པར-ཤེས-པ-ལ-བདག-གནས	vijñāne ātmā
མདོར-བྱས	sūtram
སྐད-ཀྱི-དབྱིངས	dhātuḥ
ཚིག-གི-ཕྲད	nipātaḥ
རྗེས-སུ-བཤད-པ	anvākhyānam
ཉེ-བར-སྒྱུར-བ	upasargaḥ
ཚིག-གི-ལྷད	vākyopanyāsaḥ
ཚིག-ཁ-སྐོང-བ	upasaṃkhyānam
ཚིག-བསྡུད-པ	samāsaḥ
ཚིག-བསྡུས-པ	samastaḥ
དངོས	bhāvaḥ
ལེགས-པར-སྦྱར-བ	saṃskṛtam
ཐ-མལ-པ	prākṛtam
ཟུར-ཆགས-པ	apabhraṃśaḥ
ཤ-ཟའི-སྐད	paiśācikaḥ
བྱེད-པའི-ཚིག	kriyāpadam
ཐུག-པ-མེད-པར-འགྱུར	anavasthāprasaṅgaḥ
ཐལ-ཆེས-པར-གྱུར	atiprasaṅgaḥ
ཐལ-བར-འགྱུར	prasaṅgaḥ prasajyate
ཚིག-རྣམ-པར-སྦྱར-བ	vigrahaḥ
ཟླས-དབྱེ-བ	dvandvaḥ
བ-གཉིས-པ	dviguḥ
དེའི-སྐྱེས-བུ	tatpuruṣaḥ
འབྲུ-མང-པོ	bahuvrīhiḥ
ཟད-པར-མི-འགྱུར-བ	avyayībhāvaḥ
ལས-འཛིན-པ	karmadhārayaḥ
གཞི-མཐུན-པ	samānādhikaraṇaḥ
བྱེད-པ	 kāritram| kāritram |kārakaḥ 
སྐྱེ-བུ-དང-པོ	prathamapuruṣaḥ
སྐྱེས-བུ-བར-མ	madhyamapuruṣaḥ
སྐྱེས-བུ-མཆོག	uttamapuruṣaḥ
ངན-འགྲོའི-མིང-ལ	durgatayaḥ
ངན-འགྲོ	durgatiḥ
ངན-སོང	apāyaḥ
ལོག-པར-ལྟུང-བ	vinipātaḥ
དམྱལ-བ	narakaḥ
གཤིན-རྗེའི-འཇིག-རྟེན	yamalokaḥ
ཡི-དྭགས-ཀྱི-ཡུལ	pretaviṣayaḥ (pitṛviṣayaḥ)
དུད-འགྲོའི-སྐྱེས-གནས-སུ-སོང-བའམ-སྐྱེ-བ	tiryagyonigataḥ
ཤ-ཟ	piśācaḥ
འབྱུང-པོ	bhūtaḥ
སྲུལ-པོ	pūtanaḥ
ལུས-སྲུལ-པོ	kaṭapūtanaḥ
སྨྱོ-བྱེད	unmadaḥ
སྐེམ-བྱེད	skandaḥ
བརྗེད-བྱེད	 apasmāraḥ|apasmāraḥ 
གྲིབ-གནོན	chāyā
སྲིན-པོ	rākṣasaḥ
ནམ-གྲུའི-གདོན	revatīgrahaḥ
བྱའི-གདོན	śakunigrahaḥ
སེང-གེ-ཅང-ཤེས	siṃhājāneyaḥ
གླང-པོ-ཆེ-ས-བསྲུང-གི-བུ	airāvaṇahastī(airāvaṇahastin)
གླང-པོ-ཆེ-ཅང-ཤེས	hastyājāneyaḥ
བསྔགས-ལྡན	kanthakaḥ
རྟ-ཅང-ཤེས	aśvājāneyaḥ
རྟའི-རྒྱལ-པོ-སྤྲིན-གྱི-ཤུགས-ཅན	balāhakāśvarājā
གཅན-གཟན	śvāpadaḥ
སེང-གེ	siṃhaḥ
སྟག	 vyāghraḥ|śārdūlaḥ 
གཟིག	 vyāghraḥ|śārdūlaḥ 
གུང	dvīpī
དོམ	 bhallukaḥ|ṛkṣaḥ 
དྲེད	tarakṣuḥ
སྤྱང-ཀི	vṛkaḥ
སྤྱང	bheruṇḍakaḥ
ལྕེ-སྤྱང	sṛgālaḥ. śṛgālaḥ
ཅེ-སྤྱང	 bheruṇḍakaḥ|sṛgālaḥ. śṛgālaḥ 
ཝ	 kroṣṭakaḥ | kākaḥ | sṛgālaḥ | vāyasaḥ|lomāśī 
བྱི-ལ	 mārjaraḥ|viḍālaḥ 
ནེའུ-ལེའམ-སྲེ-མོང	nakulaḥ
རི-དགས	mṛgaḥ
བསེ	gaṇḍaḥ
ཕག-རྒོད-དམ-ཕག	varāhaḥ
ཕག-རྒོད	āraṇyavarāhaḥ
ཤ-བཀྲ	 sitapuṣpikam|hariṇaḥ 
རྒྱང	gaurakharaḥ
རྟ-རྒོད	ghotakamṛgaḥ
ལྡང-སྐོ-སྐ	śarabhaḥ
བསེ-ཁ-སྒོ	śarabhaḥ
རི-བོང	śaśaḥ
ཕྱུགས	paśuḥ
གླང-པོ-ཆེ	hastī
བ-ལང	 gauḥ | vallaḥ|kuñjaraḥ 
བལ-གླང-མོ	 kareṇuḥ|kariṇī (karin+ī) 
བ-ལང-མོ	 kareṇuḥ|kariṇī (karin+ī) 
རྟ	 hayaḥ| turaṃgaḥ |aśvaḥ 
རྟ-རྒོད-མ	vaḍavā
རྔ-མོ	uṣṭraḥ
གྱག	camaraḥ
གླང	balīvardaḥ
མ-ཧེ	mahiṣaḥ
དྲེའུ	vegasaraḥ
བོང-བུ	 gardabhaḥ|aśvatarī 
རྔེའུ	karabhaḥ
རྟེའུ	kiśoraḥ
བ-ལང-གི-ཕྲུག-གུ	 gajapotaḥ|kalabhaḥ 
ཕག	sūkaraḥ
ལུག	eḍakaḥ
ར	 ajaḥ| chagalaḥ |urabhraḥ 
སྲོག-ཆགས	prāṇakaḥ
སྤྲེའུ	 kapiḥ| markaṭaḥ |vānaraḥ 
བྱི-བ	mūṣa (kaḥ)
ཆུ-སྲིན-བྱིས-པ-གསོད	śiśumāraḥ
ཆུ-སྲིན	makaraḥ
ཆུ-སྲིན-འཛིན-ཁྲི	grāhaḥ
ཆུ-སྲིན-ཀུམ-བྷའི-ར	kumbhīraḥ (kumbhiraḥ)
ཆུ-སྲིན-ན-ཀྲ	nakraḥ
རུས-སྦལ	kūrmaḥ
སྲམ	udraḥ
ཉ	matsyaḥ
སྦྲུལ	sarpaḥ
ཀླུའམ-སྦྲུལ	 pannagaḥ| uragaḥ |vyāḍaḥ 
སྡིག-པ	 nighaḥ|vṛścikaḥ 
རྩངས-པ	kṛkalāsaḥ
སྲིན-བུ	kṛmiḥ
སྦྲང-བུ-མཆུ-རིངས	maśakaḥ (maṣakaḥ. mastakaḥ)
སྡིག-སྦྲུལ	sarīsṛpaḥ
ཤ-སྦྲང	daṃśaḥ
དར-གྱི-སྲིན-བུ	kośakārakīṭaḥ
སྲིན-བུ-ཕྲེའུ	kuntaḥ
གྲོག-མའམ-གྲོག-སྦུར	pipīlikā
བུང-བ	bhramaraḥ
སྦལ-བ	maṇḍūkaḥ
སྲིན-བུ-པད-མ	jalūkaḥ (jalaukas)
སྲིན-བུ-མེ-ཁྱེར	khadyotakaḥ
ཕྱེ-མ-ལེབ	pataṅgaḥ
ལྗི-བུ	[a](upāduḥ)
ལྗི-བ	[b]utpātaḥ
ཁྱི-ཤིག	[c](utpātakaḥ)
སྦྲང-བུ	 tryambukaḥ|trailāṭā 
སྤྱི-རྟོལ-ཅན-ནམ-ཁྭའམ-བྱ-རོག	dhvāṅkṣaḥ
སྲོག-ཆགས-ཀོ-ཀའམ-མཙ-མིམ	kokaḥ
ཤིག	 yūkaḥ|yūkā 
སྲོ-མ	 likṣā|likṣā 
ལྷམ-བུ-ཆུ-གཤེར	indragopaḥ
བྱ-ཀ-ལ-བིང-ཀ	kalaviṅkaḥ
བྱ	 vihagaḥ|pakṣī 
བྱེའུ	caṭakaḥ
ག-རུ-ཌ-དང-འདོམ-ན-འདབ-གཟང	suparṇiḥ
རྨ-བྱ	 varhī | śikhī|mayūraḥ 
ཤང-ཤང-ཏེའུ	jīvaṃjīvakaḥ
བྱ-རྒོད	gṛdhraḥ
བྱ-ཙ-ཤ	śāṣaḥ
ནེ-ཙོ	śukaḥ
བྱ-ཀུ-ཎ-ལ	kuṇālaḥ
ངང-པའི-རྒྱལ-པོ	rājahaṃṣaḥ
ངང-སྐྱ	dhārtarāṣṭraḥ
ངང-མོ	haṃsaḥ
ཀྲུང-ཀྲུང	krauñcaḥ
ངུར-པ	cakravākaḥ
བཞད	sārasaḥ
རི-སྐེགས	śārikaḥ
ཁུ-བྱུག	kokilaḥ
བྱ-གག	vakaḥ
བྱ-དཀར	vakaḥ
ཆུ-སྐྱར	valākaḥ (kalākāḥ)
གོང-མ-སྲེག	kapiñjalaḥ. kapiñcalaḥ
བྱ-བང	 kaṭkāraḥ. kadgaraḥ|krakaraḥ 
བྱ-ཙ-ཀོ-ར	cakoraḥ
འུག-པ	ulūkaḥ
བྱ-རོག	droṇakākaḥ
ཁྭ	 vāyasaḥ|kākaḥ 
ཐི-བ	kapotaḥ
ཁྲ	padekaḥ (patekaḥ. padekaḥ)
ཕུག-རོན	parāpataḥ (pārāpataḥ), pārārataḥ
སྟེ	śyenaḥ (sainaḥ)
སྲེ	śyenaḥ (sainaḥ)
ཁྱིམ-བྱ	kukkuṭaḥ
འོལ-བ	cillaḥ (collaḥ)
ཁུག-རྟ	cātakaḥ
འདབ-སྐྱོངས	pakṣaguptaḥ
འདབ-སྐྱོངས-བྱ	pakṣaguptaḥ
སྲོག-ཆགས-སུ-གྱུར-པ	prāṇakajātaḥ
ཁྱི	 śvānaḥ (śvan)|kukkuraḥ 
བ-མོ-བྱིའུ	khañjāhvaḥ
བྱ-ཀ-རན-ད-བ	kāraṇḍavaḥ
ཕ-བང	titīlaḥ
ཕ-ཝང	 titīlaḥ|carmacaṭakaḥ 
ཚད-པའི-བྱེའུ	 siliḥ|cīrī 
སྲོག-ཆགས-སུ-གྱུར-བའམ-སྲོག-ཆགས-འབྱུང-བ	prāṇibhūtaḥ
སྲིལ-ལམ-མུག-པ	dvīpikaḥ
ཡང-སོས	saṃjīvaḥ
ཐིག-ནག	kālasūtraḥ
བསྡུས-འཇོམས	saṃghātaḥ
ངུ-འབོད	rauravaḥ
ངུ-འབོད-ཆེན-པོ	mahārauravaḥ
རབ-ཏུ-ཚ-བ	mahātāpanaḥ (pratāpanaḥ)
མནར-མེད-པ	avīciḥ
ཆུ-བུར-ཅན	arbudaḥ
ཆུ-བུར-བརྡོལ-བ	nirarbudaḥ
སོ-ཐམ-ཐམ-པ	aṭaṭaḥ
ཀྱི-ཧུད-ཟེར-བ	hahavaḥ
ཨ-ཆུ-ཟེར-བ	huhuvaḥ
ཨུཏ-པ-ལ-ལྟར-གས-པ	utpalaḥ
པདམ-ལྟར-གས-པ	padmaḥ
པདམ-ལྟར-གས-པ-ཆེན-པོ	mahāpadmaḥ
མེ-མ-མུར	kukūlam. kukkulam
རོ-མྱགས	kuṇapam
སྤུ-གྲིའི-སོ	ksuradhāraḥ
རལ-གྲིའི-སོ	asidhāraḥ
ལྕགས-ཀྱི-ཤིང-ཤལ-མ-རིའི-ནགས	ayaḥśalmalīvanam (ayāḥśalmalīvanam)
ལོ-མ-རལ-གྲི-ལྟ-བུའི-ནགས	asipattravanam
ལྕགས-ཀྱི-ཐོ-ལུམ	ayoguḍaḥ
ཉི-ཙེའི-སེམས-ཅན-དམྱལ-བ	pratyekanarakaḥ (atyekanarakaḥ)
གཅོད	saṃcchidyate
འབིགས	bhindanti
ཞིག-པར-འགྱུར-བའམ-སྙིལ-བ	viśīryate
འབུ-མཆུ-རྣོན-ཞེས-བྱ-བ	nyaṅkuṭā nāma prāṇī (nyaṭkā nā nyakuṭa)
ཁྭ-ལྕགས-ཀྱི-མཆུ-ཞེས-བྱ-བ	ayastuṇḍanāmāno (ayastuṇḍanāmanī)
ཀླད-རྒྱས-འཐོགས-པ	mastakaṃ nirlikhanti (mastakaṃ nilikhanti)
ཉམ-ཐག-པའི-ང-རོས-འབྱིན-པའམ-འོ-དོད-འབོད-པའམ-ཆོ-ངེས-འདེབས-པ	ārtasvaraṃ krandanti
རྒྱུག	dhāvati (dhāvatī)
རིག-པའི-གནས-བཅུ-བརྒྱད-ཀྱི-མིང-ལ	aṣṭādaśavidyā sthānāni
རོལ-མོ	gandharvaḥ
འཁྲིག-ཐབས	vaiśikam
འཚོ-ཆས	vārttā
གྲངས-ཅན	sāṃkhyā
གསོ-བའི-དབྱད	cikitsitam
ཆོས-ལུགས	nītiḥ
བཟོ	śilpaḥ
འཕོང-དཔྱད	dhanurvedaḥ
སྐར-མའི-དཔྱད	jyotiṣam
རྩིས	 gaṇanā|gaṇitam 
སྔོན-གྱི-རབས	purāṇam
སྔོན-བྱུང-བ	 bhūtapūrvam|itihāsakam 
སྒྱུ-རྩལ	kalā
ལག-རྩིས	mudrā
འཛིན-སྟངས	muṣṭibandhaḥ
ཐོར-ཚུགས	śikhābandhaḥ (sikharbandhaḥ)
ཐོར-ཙུགས	śikhābandhaḥ (sikharbandhaḥ)
གོམ-སྟབས	pādabandhaḥ
གོམ-སྟངས	pādabandhaḥ
ལྕག-ཀྱུས-ཐབས	aṅkuśagrahaḥ
རལ-གྲིའི-ཐབས	tsarau (tsārau. śirau aserau. sārau)
ཞགས-པ-གདབ-པ	pāśagrahaḥ
མདའ-བོ-ཆེ-འཕེན-ཐབས	tomaragrahaḥ
མདུན-དུ-སྣུར-བ	niryāṇam (niryānam)
ཕྱིར-བསྣུར-བ	apayānam
གཅད-པ	chedyam
དྲལ-བ	bhedyam
དབུག-པ	vedhyam (vetyam)
རྒྱང-ནས-ཕོག-པ	dūravedhaḥ
རྒྱང-མདས-འཕོག-པ	dūravedhaḥ
སྒྲ-གྲག-པར-ཕོག-པ	śabdavedhaḥ
གནད-དུ-ཕོག-པ	marmavedhaḥ
མི-འཆོར-བར-ཕོག-པ	akṣuṇṇavedhaḥ (akṣuṇavedhaḥ)
ཚབ-ཆེ-བ	dṛḍhaprahāritā
གནས-ལྔ-ལ-བྱང-བར-གྱུར-རོ	pañcasu sthāneṣu kṛtāvī saṃvṛttaḥ
མཆོངས-པ	laṅghitam
གྱད-ཀྱི-འཛིན-སྟངས	sālambhaḥ
བང	jāvitam
རྐྱལ	plavitam
གླང-པོ-ཆེའི-གཉར-ཞོན-པ	hastigrīvā
རྟ-ལ-གཞོན-པ	aśvapṛṣṭhaḥ
ཤིང-རྟའི-ཐབས	rathaḥ
མདའ-གཞུ	dhanuṣkalāpakaḥ (dhanuskalāṣa)
འགྱེད-སྟོབས	bāhuvyāyāmaḥ
གར-མཁན-ནམ-བྲོ-མཁན	nartakaḥ
གར-རམ-བྲོའམ-བྲོ-གར	naṭaḥ (nāṭaḥ)
རྔ-བོ-ཆེ	 dundubhiḥ|bherī (bheri) 
རྫ-རྔ	mṛdaṅgaḥ
རྔ	dundubhiḥ
རྫ-རྔ-ཆེན-པོ	murajā (murajaḥ)
འཁར-རྔ	paṇavaḥ
པི-ཝང-རྒྱུད-གཅིག-པ	tuṇavaḥ
རྫ-རྔ-ཁ-གཅིག-པ	jharjharī (jhallari. śallarī)
ལྕགས-ཀྱི-སིལ-ཁྲོལ	jhallarī (ṛllarī)
ཁར-དཀྲོལ	śamyā (śampā)
པི-ཝང-རྒྱུད-གསུམ-པ	vallarī
རྔ-མུ-ཀུན-ད	mukundaḥ
སིལ-སྙན	tūryam
གླུ-དབྱངས	saṃgītiḥ
ཕེག-རྡོབ-པ	tāḍāvacaraḥ (tāṭāvacāraḥ)
རོལ-མོའི-སྒྲ	vādyam
པི-བང	vīṇā
པི-ཝང	vīṇā
གླིང-བུ	vaṃśaḥ (vaṃsaḥ)
བར-མ-པ	madhyamaḥ
དྲང-སྲོང-བ	ṛṣabhaḥ
ས-འཛིན-པ	gandhāraḥ (gāndharaḥ. gandharaḥ)
དྲུག-ལྡན	ṣaḍjaḥ (sajja)
ལྔ-བ	pañcamaḥ
བློ-གསལ	dhaivatah
འཁོར-ཉན	niṣādaḥ (niṣādhaḥ)
སྟེགས-པའམ-སྒེག-པའམ-འཛིམ-པ	śṛṅgāraḥ
མི-སྡུག-པ	 dṛṣṭiviṣah|bībhatsaḥ 
བཞད-གད	hāsyam
འཇིགས-སུ-རུང-བ	bhayānakaḥ
སྙིང-རྗེ-བ	kāruṇyam (karuṇā)
རྔམ-པ	abdhūtaḥ (arbhutaḥ)
གར	tāṇḍavaḥ
བྲམ-ཟེའི-གཙུག-ལག-དང-ལས-ཀྱི-མིང-ལ	brāhmaṇavihārakarmāṇi (brāhmaṇavihārakarmaḥ)
ངེས-བརྗོད-ཀྱི-རིག-བྱེད	ṛgvedaḥ
མཆོད-སྦྱིན-གྱི-རིག-བྱེད	yajurvedaḥ
སྙན-ཚིག-གི-རིག-བྱེད	sāmavedaḥ
སྲིད-སྲུངས-གི-རིག-བྱེད	atharvavedaḥ (atharvaṇavedaḥ)
སྒྲ-ངེས-པར-བརྗོད-པ	nighaṇṭuḥ (nigaṇṭuḥ)
ཤེས-གསལ	kaiṭabhaḥ
ཚེའི-རིག-བྱེད	āyurvedaḥ
ཁྱིམ-བརྟག-པའི-དཔྱད	vāstuvidyā (vastuvidyā)
ཤ-མཚན-གྱི-དཔྱད	aṅgamaṇividyā (adgāmaṇividyā)
སྨེ-བའི-དཔྱད	piplvadhyāya (śilpādhyāyaḥ pilpā)
ཁྭ-སྐད-ཤེས-པ	vāyasavidyā
ལ-ཉེའམ-ལྟས-ཀྱི-རིག-པ	śakuṇavidyā
སྐར-མའི-རིག-པ	jyotirvidyā
རྒྱ-མཚོའི-མཚན-གྱི-དཔྱད	samudralakṣaṇam
རྟ-གཙང-གི-མཆོད-སྦྱིན	aśvamedhayajñaḥ (aśvayedhayajñaḥ)
མི-གཙང-བའི-མཆོད-སྦྱིན	puruṣamedhayajñaḥ
མཆོད-སྦྱིན-བྱེད-དུ-འཇུག-པ	yājanam
ཚིག-འདོན-པ	adhyahanam
ཚིག-འདོན-དུ-འཇུག-པ	adhyāpanam (adhyāyanam. adhyāyinam. aghyanam)
དུ-མ	anekam
སྡེའམ-ཚན-ནམ-ཚོགས	vargaḥ (vargam)
མང-པོའམ-ཕལ-པོ-ཆེའམ-ཕུང-པོ	nicayaḥ
སྡེའམ-དམག	 senā|sainyam 
མང-པོ	pūgaḥ (yūgaḥ)
ཚོགས	gaṇaḥ
དགེ-འདུན-ནམ-མང-པོའམ-ཚོགས	saṃghaḥ
ཚོགས-སམ-ཁྱུའམ-འདུས-པ	vṛndaḥ
མང-དུའམ-ཕལ-མོ-ཆེ	bhūyiṣṭhaḥ
གྲངས-སུ-ཡང	saṃkhyām api
ཆར-ཡང	kalām api
བགྲང-བར-ཡང	gaṇanām api
དཔེར-ཡང	upamām api
རྒྱུར-ཡང	upaniṣadam api
མི-ཆོག-གམ-མི-ཕོད-དམ-ཉེ-བར-མི-འགྲོ	nopaiti
མི-བཟོད	na kṣamate
འབེན	lakṣyam (lakṣa)
དམག-གི-གཏམ	sainikakathā (senikakathā. senākathā)
མདའ-གནམ-རྒྱང-དུ-འཕངས-པའམ-མདའ-རྩེ-མོ-གྱེན-དུ-བསྟན-ཏེ-འཕངས-པ	kāṇḍam ūrdhvamukhaṃ kṣiptam
མཐོ-རིས-སུ-འགྲོ-བ	svargopagaḥ
འགྲོ	gacchati
འོང	āgacchati
འོང-བ-དང-འགྲོ-བ	āgamanirgamau
ཕྱིར-ལྡོག	pratikramati
མངོན-དུ-འོང-ངམ-འོང	abhikramati (atikramati)
ཕྱིར-བཟློག-ཏུ-མི-རུང-བ	apratyudāvartanīyaḥ
ནུར-བའམ-ཕྱིར-དགྱེད-པར-བྱ-བ	apakramitavyam
རྒྱང-རིང-བའམ-བསྐལ-བ	viprakṛṣṭaḥ
ཉེ-བར-འགྲོ-བ	upasarpati (upasaryati)
ཕྱི-བཞིན-འབྲང-བ	anuyātrikāḥ (anuprātrakaḥ)
ཕྱིར-ལོག-པ	pratyudāvṛttaḥ
ཕ-རོལ-ཏུ-འགྲོ-བ	pārāyaṇam
འཕྱན-པའམ-འཁྱམ-པ	bhrāmayanti (bhramayanti)
ཉེ-བར-གྱུར-རམ-བསྟེན	āsannībhūtaḥ
